wavelength_nm,S11a,S12a,S21a,S22a,S11m,S12m,S21m,S22m
1600.0,-2.2590637577425934,-1.595974219678996,-1.5966039626596387,-2.731656471420269,0.004060502712158607,0.9935683595897938,0.9902404419411552,0.005401151251290864
1597.3244147157188,-2.2508877915671017,-1.52389956710929,-1.5245165909757357,-2.7267304454398555,0.003965719562223958,0.9938439964725668,0.9905797394299786,0.005264689521456546
1594.6577629382305,-2.242617965763655,-1.4518257553775697,-1.4524303924081243,-2.721754844507438,0.003872256534430861,0.9941099199612448,0.9909092956051638,0.005130297940233676
1592.0,-2.2342491291276563,-1.3797527112442334,-1.3803452695973888,-2.7167266242203034,0.0037801021107062697,0.9943662693119625,0.9912292244460903,0.004997954937147695
1589.351081530782,-2.2257759039405562,-1.3076803622637552,-1.3082611260445693,-2.7116425151983177,0.0036892459300254055,0.9946131947580007,0.9915396487668824,0.004867639846276041
1586.7109634551496,-2.217192637364385,-1.235608637463777,-1.2361778669893444,-2.7064989856448234,0.003599678789933533,0.994850857015829,0.9918406998793737,0.004739332853898109
1584.07960199005,-2.2084933477285476,-1.1635374679591821,-1.1640954002113604,-2.701292201060645,0.0035113926305447426,0.9950794267788667,0.9921325172590014,0.004613014936264947
1581.4569536423842,-2.1996716659319486,-1.0914667874999315,-1.0920136367519369,-2.696017981170468,0.0034243805020382585,0.9952990841979423,0.992415248210584,0.004488667789125471
1578.8429752066115,-2.1907207722259927,-1.019396532952534,-1.0199324915547086,-2.6906717541103413,0.0033386365170454454,0.9955100183471409,0.9926890475305095,0.004366273750818384
1576.2376237623762,-2.181633328659736,-0.9473266447154706,-0.9478518840245114,-2.685248507887068,0.003254155789620964,0.9957124266738193,0.9929540771618695,0.0042458157208347036
1573.6408566721582,-2.172401407515358,-0.8752570670700337,-0.875771738505236,-2.679742739097357,0.003170934362805421,0.9959065144315782,0.993210505839029,0.004127277075909511
1571.0526315789473,-2.163016416046174,-0.803187748467968,-0.8036919846775791,-2.674148398823937,0.0030889691270207477,0.9960924940951619,0.9934585087182907,0.004010641585699832
1568.472906403941,-2.1534690178651967,-0.731118641758872,-0.7316125578794815,-2.668458835581544,0.0030082577317332797,0.9962705847564375,0.9936982669915139,0.0038958933301622683
1565.9016393442623,-2.143749051300163,-0.6590497043601256,-0.6595333993521041,-2.662666735085191,0.002928798492973712,0.9964410115009609,0.9939299674799912,0.0037830166206840104
1563.3387888707036,-2.133845445039166,-0.586980898372825,-0.5874544564151596,-2.656764056530778,0.0028505902993965467,0.9966040047649506,0.994153802206273,0.003671995926980603
1560.7843137254902,-2.1237461313471497,-0.5149121906482045,-0.5153756825766503,-2.650741964946774,0.0027736325195928204,0.9967597996729451,0.9943699679422392,0.003562815811640622
1558.2381729200652,-2.1134379571262976,-0.44284355280824855,-0.44329703758148087,-2.6445907590536026,0.002697924913371749,0.9969086353568629,0.9945786657323077,0.0034554608740980067
1555.700325732899,-2.102906593035736,-0.3707749612256066,-0.37121848740499935,-2.6382997938911585,0.0026234675496671607,0.9970507542576319,0.9947801003913056,0.003349915705629567
1553.170731707317,-2.0921364408522836,-0.2987063969675101,-0.29914000419727166,-2.631857397296177,0.002550260733603009,0.9971864014111627,0.9949744799773451,0.0032461648567890665
1550.6493506493507,-2.0811105392087126,-0.22663784570833562,-0.22706156618391846,-2.6252507790939035,0.002478304945103054,0.9973158237207658,0.9951620152405757,0.00314419281850051
1548.1361426256078,-2.0698104677982285,-0.15456929761610474,-0.15498315753010763,-2.618465931614731,0.00240760079124268,0.9974392692188284,0.9953429190496371,0.0030439840178176033
1545.6310679611652,-2.0582162500921304,-0.08250074721734038,-0.08290476817344801,-2.61148751986256,0.002338148974287702,0.9975569863208253,0.995517405798133,0.0029455228291408544
