wavelength_nm,S11a,S12a,S21a,S22a,S11m,S12m,S21m,S22m
2000.0,-3.054415685975928,-1.5193347300631501,-1.5232349968688204,-3.1394820832964587,0.03547759066313752,0.8699716364506594,0.8626808546454962,0.04499727045824516
1996.0,-3.0448295668990206,-1.2686900543888466,-1.2725402160670218,-3.1318990179155515,0.03502705930314715,0.8723389168229564,0.8650803479861159,0.044410156637986815
1992.0159680638724,-3.035273267220151,-1.0176989706450676,-1.0215003585805293,-3.1243432100979165,0.03458200184684574,0.8746344776411984,0.8674093587275874,0.04382971087643376
1988.0478087649403,-3.025720072088405,-0.7663625529516144,-0.7701166145681075,-3.1167958472015487,0.034142331268643585,0.8768553244324817,0.8696648302936757,0.0432557674475838
1984.0954274353878,-3.0161463839217335,-0.5146813084393397,-0.5183895778070016,-3.109241135681685,0.033707589444629704,0.878999494054977,0.8718447421295681,0.042687839686373574
1980.1587301587308,-3.0065360955467586,-0.2626553874172343,-0.26631944334450164,-3.101669248172053,0.03327704976959406,0.8810661229436133,0.8739481726603071,0.04212522632095569
1976.2376237623757,-2.9968835473073328,-0.01028479398362652,-0.013906211110725819,-3.094078134991898,0.032849866315776424,0.8830554859313827,0.8759753297684896,0.041567154341981154
1972.3320158102767,-2.9871945193485705,0.2424304086966071,0.23885010910752888,-3.086473862603666,0.03242524064708732,0.884969003403134,0.877927548738107,0.04101293077251726
1968.4418145956606,-2.977485082661987,0.49548990327659154,0.4919492962375784,-3.078869420511938,0.03200257496254931,0.8868092153849028,0.8798072586875005,0.040462074841477715
1964.5669291338584,-2.9677785306495625,0.7488929371559654,0.7453907252166048,-3.0712822242507185,0.0315815836847773,0.88857972233963,0.8816179194119056,0.03991440653010907
1960.7072691552062,-2.958100963273703,1.0026381585457234,0.9991731883502232,-3.063730782801569,0.03116234404419038,0.8902850938432736,0.8833639312461063,0.03937007622411683
1956.862745098039,-2.9484763387508965,1.2567234722174105,1.2532947360218063,-3.0562311521441585,0.030745277905166592,0.8919307478139703,0.8850505210456461,0.038829531507075875
1953.033268101761,-2.93892190473591,1.5111459172142796,1.5077525417231037,-3.048793837008377,0.03033106983829723,0.8935228043945262,0.8866836077081406,0.03829342884814557
1949.21875,-2.929444856848583,1.7659015687548725,1.7625427957601265,-3.041421723294289,0.02992053798974434,0.8950679197812635,0.8882696508705781,0.037762507951551394
1945.4191033138404,-2.9200408557971635,2.0209854666261697,2.0176606310842002,-3.034109436421453,0.029514482626770866,0.8965731061194807,0.8898154865865007,0.03723745307570036
1941.6342412451365,-2.910694697983951,2.27639157239802,2.2731000835588,-3.0268442570563234,0.029113540902770116,0.8980455439715169,0.8913281539597726,0.03671876755661219
1937.8640776699028,-2.9013830341742755,2.5321127576424,2.5288540876824976,-3.0196084318346514,0.028718074740447866,0.8994923937993264,0.8928147169188992,0.036206684773900585
1934.108527131783,-2.8920786397962055,2.7881408248868906,2.7849145074490873,-3.012382448314317,0.028328112087328043,0.9009206124464173,0.8942820855563032,0.03570113148025295
1930.3675048355904,-2.8827554367540578,3.044466562207711,3.0412722007452135,-3.0051486542753434,0.027943351418195424,0.9023367798633528,0.8957368416994294,0.03520174920848208
1926.6409266409264,-2.8733933151526116,3.3010798311758323,3.2979171145501622,-2.997894531406161,0.027563227264625078,0.9037469404334156,0.8971850735674641,0.034707968372955006
1922.9287090558767,-2.8639818380567275,3.5579696863976467,3.5548384072820203,-2.9906149978371785,0.02718702311617888,0.9051564623594957,0.8986322244287474,0.03421911985611724
1919.2307692307693,-2.8545221264794947,3.8151245232809496,3.8120245939554,-2.9833132998198737,0.026814009473088013,0.9065699177826367,0.9000829600401454,0.03373456218371779
1915.5470249520156,-2.8450265694428754,4.072532249092534,4.0694637093748405,-2.976000321936947,0.026443580705509423,0.9079909856838942,0.9015410592665876,0.033253800033997936
1911.8773946360152,-2.8355164137422686,4.330180471051072,4.327143484356032,-2.968692444113467,0.02607536531127243,0.9094223791869582,0.9030093316225571,0.03277657209584798
1908.221797323136,-2.826017681160059,4.588056694278304,4.585051529888923,-2.961408345877104,0.02570928977826888,0.9108657985866793,0.9044895645577783,0.03230289259473201
1904.580152671756,-2.816556167541355,4.8461485220285025,4.843175524183871,-2.9541653550128184,0.02534558532619801,0.9123219111959856,0.9059825021755321,0.03183303983451383
1900.952380952381,-2.8071524478653607,5.10444385076382,5.101503397625782,-2.946976025139694,0.02498473756424453,0.9137903588282945,0.9074878558038908,0.031367495121916916
1897.3384030418254,-2.797817817140016,5.362931053302461,5.360023510778656,-2.9398455896047575,0.024627389595248187,0.9152697933167253,0.9090043455378967,0.03090684460585042
1893.7381404174575,-2.7885519360761073,5.621599144325871,5.618724820731982,-2.932770782337287,0.024274217475602083,0.9167579398485722,0.9105297706416179,0.030451663233253743
1890.151515151515,-2.7793426458528496,5.880437923831843,5.877597031282762,-2.925740265028088,0.02392580173915608,0.9182516870411511,0.9120611056381457,0.030002403014291152
1886.5784499054819,-2.770168016206893,6.13943809548699,6.1366307227421055,-2.91873659751285,0.0235825190607338,0.9197472016396987,0.9135946180968904,0.0295593065829472
1883.0188679245282,-2.7610002662013025,6.398591358102191,6.3958174575882305,-2.9117393906848514,0.02324447399999744,0.9212400645646955,0.9151260035882735,0.029122361887346244
1879.472693032015,-2.7518108300818818,6.657890469503293,6.655149858792436,-2.904729047711978,0.02291148290415069,0.9227254239019756,0.9166505330189008,0.028691305754918763
1875.93984962406,-2.7425756090024724,6.917329282839531,6.9146216584443785,-2.8976903788329746,0.0225831119804924,0.9241981594558258,0.9181632075517828,0.02826567464023554
