s11a,s11m,s12a,s12m,s21a,s21m,s22a,s22m,wavelengths,freqs
-2.990721628548865,0.030939596762534678,-2.799537522390301,1.0001679127771994,-2.7996615933964213,1.0003294974791632,-2.7629162078358473,0.033734357084126476,1.5,0.6666666666666666
-2.9871371520534185,0.031202602711480128,-2.834065344625458,1.0001565262880705,-2.834186578804764,1.0002980612222323,-2.769737842007625,0.03452635535823216,1.5020408163265306,0.6657608695652174
-2.9844410822910823,0.03147192257691986,-2.8684931830164673,1.0001449154798683,-2.8686101367126424,1.0002669058275655,-2.7780412435202746,0.0352972985919243,1.5040816326530613,0.6648575305291723
-2.9826195582121957,0.031745472457785064,-2.902821470262731,1.0001331446724986,-2.9029327544823884,1.0002361936513446,-2.7876892646340683,0.03604423317458903,1.506122448979592,0.6639566395663956
-2.981653925634541,0.032021236991114664,-2.9370506407655945,1.0001212779773243,-2.937154927512226,1.0002060812730245,-2.7985570595139855,0.03676451178047864,1.5081632653061225,0.6630581867388362
-2.9815215200300504,0.03229727665525666,-2.971181130687141,1.0001093790503799,-2.97127715861537,1.0001767189063964,-2.810531111380854,0.03745576122676245,1.510204081632653,0.6621621621621622
-2.9821963832374188,0.03257173334123248,-3.005213377977521,1.000097510785865,-3.0052999573906223,1.0001482499109648,-2.8235082293655775,0.03811585459265736,1.5122448979591836,0.6612685560053981
-2.9836499083389163,0.032842834442108275,-3.039147822341709,1.0000857349726286,-3.0392238396176587,1.000120810380406,-2.8373945610651012,0.038742887185652816,1.5142857142857142,0.6603773584905661
-2.985851410795372,0.03310889569654636,-3.0729849051343288,1.0000741119465077,-3.0730493266914483,1.0000945287732954,-2.8521046491744104,0.03933515592647423,1.5163265306122449,0.6594885598923285
-2.988768626886753,0.03336832300439005,-3.1067250691899484,1.0000627002705613,-3.106776945089075,1.0000695255519378,-2.8675605483508377,0.039891141735100166,1.5183673469387755,0.6586021505376344
-2.992368142678088,0.0336196134104125,-3.140368758610814,1.0000515564649988,-3.140407225845633,1.0000459128064083,-2.883691010167219,0.04040949452452694,1.5204081632653061,0.6577181208053691
-2.9966157582226938,0.03386135542832708,-3.1739164185400583,1.0000407347932978,-3.1739407040082503,1.000023793858774,-2.9004307384898604,0.040889020440369274,1.5224489795918368,0.6568364611260054
-3.0014767926536075,0.03409222885157178,-3.2073684949456758,1.0000302870957307,-3.2073779180403066,1.0000032628605675,-2.9177197140641815,0.041328671018604345,1.5244897959183674,0.6559571619812583
-3.0069163362554403,0.034311004171587084,-3.2407254344303804,1.0000202626508676,-3.2407194091594733,0.9999844044099603,-2.9355025848781295,0.04172753396863461,1.526530612244898,0.6550802139037433
-3.012899455702036,0.03451654169919972,-3.273987684069274,1.0000107080423237,-3.2739657206097257,0.9999672932199014,-2.953728117618043,0.04208482532267089,1.5285714285714287,0.6542056074766355
-3.019391358419144,0.034707790462003896,-3.3071556912646765,1.0000016670120526,-3.3071173968829983,0.9999519938641909,-2.9723487048859507,0.0423998827247086,1.530612244897959,0.6533333333333333
-3.026357521618178,0.034883786931268444,-3.340229903599592,0.9999931802911385,-3.3401749829168694,0.9999385606170768,-2.9913199226333087,0.04267215966207636,1.5326530612244897,0.6524633821571239
-3.0337637910112796,0.035043653616532104,-3.3732107686699773,0.9999852854109037,-3.373139023297864,0.999927037387327,-3.010600132317738,0.04290122046986973,1.5346938775510204,0.6515957446808511
-3.041576453628281,0.03518659755484516,-3.406098733880634,0.9999780165071203,-3.4060100614950173,0.9999174577339691,-3.030150122496073,0.043086735962675704,1.536734693877551,0.650730411686587
-3.0497622885830653,0.0353119087144311,-3.4388942461983785,0.9999714041370834,-3.438788639137209,0.9999098449433381,-3.0499327848673135,0.043228479569932046,1.5387755102040817,0.649867374005305
-3.058288599103209,0.03541895832794994,-3.4715977518676375,0.9999654751277237,-3.4714752953362384,0.9999042121435505,-3.0699128201034114,0.04332632387010965,1.5408163265306123,0.6490066225165563
-3.0671232286751486,0.035507197168197266,-3.504209696100851,0.9999602524703811,-3.504070566044346,0.99990056244018,-3.0900564691376324,0.043380237436197434,1.542857142857143,0.6481481481481481
-3.0762345637573407,0.035576153777517265,-3.5367305227623427,0.9999557552675129,-3.536574983430311,0.999898889065024,-3.1103312658841884,0.04339028192021282,1.5448979591836736,0.6472919418758256
-3.085591525178244,0.035625432660955386,-3.5691606740630806,0.9999519987283056,-3.5689890752569076,0.9998991755422091,-3.1307058076412484,0.043356609318643956,1.5469387755102042,0.646437994722955
-3.095163550038936,0.03565471245178563,-3.601500590279719,0.9999489942024046,-3.601313364249218,0.9999013958852779,-3.15114953966815,0.04327945937368053,1.5489795918367348,0.6455862977602107
-3.1049205656751147,0.03566374405661097,-3.6337507095034263,0.9999467492370947,-3.6335483674527986,0.9999055148435484,-3.171632550634614,0.043159157077410755,1.5510204081632653,0.6447368421052632
-3.1148329569853512,0.03565234878584712,-3.665911467416291,0.9999452676437677,-3.6656945955919213,0.9999114882149773,-3.192125375810458,0.04299611025722942,1.5530612244897959,0.6438896189224704
-3.124871528201141,0.03562041647461544,-3.6979832970866644,0.9999445495638657,-3.6977525524466683,0.9999192632360854,-3.2125988050024237,0.04279080723113789,1.5551020408163265,0.6430446194225722
-3.1350074599625164,0.03556790359906111,-3.7299666287720337,0.9999445915310204,-3.7297227342719736,0.9999287790492797,-3.2330236923463107,0.04254381453066388,1.5571428571428572,0.6422018348623854
-3.145212262379433,0.035494831393998526,-3.7618618897187535,0.9999453865330252,-3.761605629280019,0.9999399672370768,-3.2533707651271433,0.04225577469715427,1.5591836734693878,0.6413612565445026
