wavelengths,s11a,s12a,s13a,s14a,s21a,s22a,s23a,s24a,s31a,s32a,s33a,s34a,s41a,s42a,s43a,s44a,s11m,s12m,s13m,s14m,s21m,s22m,s23m,s24m,s31m,s32m,s33m,s34m,s41m,s42m,s43m,s44m
1.320396912899669,33.41484558742554,29.375491551886554,28.60257625437312,26.23380190081365,29.375498803162422,33.43037181724228,26.23400183570009,28.602591438657655,28.602591360189606,26.234000867283356,33.43037681158881,29.37549762511558,26.233801814573688,28.602576319308355,29.37549116771469,33.41484780202088,0.020272173569470718,0.0064535767754416535,0.9684977497918487,0.006454569238038515,0.0064536262588069165,0.02031276211026589,0.006452633453388245,0.968502006984066,0.9685019918569063,0.006452634879890261,0.020312862608030138,0.006453620592489597,0.006454565773434734,0.9684977728127601,0.006453574693990435,0.020272195149407687
1.3196694214876035,33.51629533465033,29.490567378176088,28.6912218712119,26.34888946709045,29.490576645928574,33.53136693760993,26.34906789585472,28.691236882114552,28.691236802648657,26.34906695299889,33.53137223116895,29.49057538118162,26.34888925649005,28.69122193298212,29.490566971659238,33.516297803345275,0.0204431163986166,0.006460300570402971,0.9685097363592374,0.006461269332260378,0.0064603366283463755,0.02048697186054923,0.0064593678706952335,0.9685132083574602,0.9685131971022454,0.006459369195541465,0.02048706354821211,0.006460330385314939,0.006461265892983098,0.968509756199377,0.006460298766368125,0.020443134562367186
1.318942731277533,33.61791353955251,29.60495350799682,28.779872313852792,26.46328685403038,29.604964415239813,33.6324428981481,26.46344437309355,28.77988706713822,28.77988698683788,26.46344345586245,33.63244842207536,29.604963054459667,26.4632865212447,28.77987237200485,29.604953081870445,33.617916255779036,0.020596593899551232,0.006463891357664221,0.9685085746804922,0.006464829063657863,0.006463912861557872,0.020643277832671388,0.006462975389051177,0.9685112733933231,0.9685112665282427,0.006462976638152662,0.02064335957601307,0.006463906121646735,0.006464825750567012,0.9685085923105966,0.0064638898495389275,0.02059660752769098
1.3182168409466153,33.7196867935514,29.718604094358803,28.86852542984816,26.576948131634637,29.718616226573406,33.733590704060646,26.577085464406302,28.86853984031165,28.868539759547563,26.577084573725273,33.73359638681379,29.718614761830047,26.576947680860613,28.86852548417424,29.718603651588197,33.719689742322515,0.020732868073336106,0.006464315305765894,0.9684943805405046,0.006465215046409487,0.006464321607381609,0.02078186760863658,0.006463422208571514,0.968496331950229,0.9684963300046575,0.006463423405588898,0.020781938488109504,0.006464314458732957,0.006465211959282583,0.9684943969733469,0.006464314108303228,0.020732876090103835
1.3174917491749174,33.82158907712919,29.83145913632746,28.95717951150708,26.689813227328504,29.831472055063934,33.83478905889826,26.68993121494907,28.957193496644056,28.957193415996937,26.689930352526357,33.83479482776457,29.831470479947537,26.689812664774845,28.957179562040203,29.83145868003491,33.82159223532964,0.02085228862594462,0.006461600935217042,0.9684679027886784,0.006462456309058371,0.006461591907229969,0.020903017026231176,0.006460736862268111,0.9684691479827582,0.9684691514296933,0.006460738027321262,0.020903076353750095,0.006461584445061132,0.0064624535443387025,0.9684679190229547,0.006461600059391205,0.02085229003326492
1.3167674546454093,33.92357741450295,29.943441335858335,29.045833635619402,26.801804782461012,29.943454593158126,33.93600011226775,26.801904376089265,29.0458471196138,29.045847039855662,26.801903544295648,33.93600589494097,29.943452902878267,26.801804116293745,29.045833682615203,29.94344086925963,33.92358075139853,0.02095514876762196,0.0064558416810960185,0.9684306341112275,0.006456646836782096,0.0064558177349340546,0.0210069466074921,0.0064550127764456885,0.968431229418936,0.968431238608377,0.006455013924932548,0.02100699393607894,0.006455810060213009,0.006456644485384602,0.968430651080081,0.00645584113415261,0.02095514267774472
1.3160439560439559,34.0256937966361,30.05450955781179,29.134485134949756,26.912881613792543,30.054522721239177,34.037270690171304,26.912963874567073,29.1344980519479,29.134497974003025,26.91296307629728,34.03727641589238,30.054520912830206,26.912880854033737,29.134485178856732,30.05450908416485,34.02569727448832,0.02104257589493124,0.006447234210384061,0.9683829932304904,0.00644798388340508,0.006447196320376231,0.021094740717115267,0.006446446599245345,0.968383007888462,0.9683830229884959,0.006446447740982367,0.021094775855500982,0.006447188538164068,0.006447982028748655,0.968383011756562,0.006447233996012479,0.02104256156807117
1.315321252059308,34.127929664843904,30.1645975293351,29.22313285231976,27.02297740754032,30.164610193508864,34.13859764025701,27.02304350385459,29.223145150231097,29.223145075118936,27.023042742336848,34.138603241565576,30.1646082659141,27.022976565934975,29.223132893740825,30.164597051888496,34.12793323989558,0.02111559921493955,0.006436079173877297,0.9683264652367748,0.00643676868926697,0.00643602883658183,0.021167377297087293,0.006435338921974614,0.9683259797024091,0.968326000652085,0.006435340060379866,0.021167400301480253,0.006436021054431147,0.006436767405259645,0.9683264859989003,0.006436079292314738,0.02111557608505131
1.3145993413830956,34.23027817486648,30.273640049818393,29.311776045799892,27.132026928941926,30.27365185264662,34.23997984884688,27.13207813922709,29.311787689054828,29.311787617819462,27.13207741781118,34.239985263030555,30.27364980683591,27.13202601878129,29.31177608544843,30.273639571766964,34.23028179846669,0.021175433410522873,0.0064227867842327835,0.9682627134706384,0.0064234120502669025,0.006422725970349593,0.02122602760983352,0.006422099858376184,0.9682618161988199,0.9682618426787363,0.006422100989989867,0.021226038774627944,0.006422718296471976,0.006423411399616789,0.9682627369814375,0.00642278723245925,0.021175401109971435
1.313878222709819,34.33273479662078,30.38157652332792,29.40041442421636,27.239969552591443,30.381587161119974,34.341418872032094,27.24000727122114,29.40042539556922,29.400425329200846,27.240006593144866,34.34142404248951,30.381585000193084,27.239968588497973,29.400414462870252,30.381576047770224,34.332738416535626,0.02122347241984703,0.006407880835671028,0.9681934878956332,0.006408438326277691,0.006407811920447182,0.021272050758553387,0.0064072530537814245,0.9681922714188682,0.9681923028424811,0.006407254168089432,0.021272050600498964,0.006407804461722243,0.0064084383590789174,0.9681935144911131,0.006407881607637746,0.021223430798939114
