s11a,s11m,s31a,s31m,s41a,s41m,s21a,s21m,s22m,s22a,s33m,s33a,s44m,s44a,s12m,s12a,s34m,s34a,s43m,s43a,s13m,s13a,s24m,s24a,s42m,s42a,s14m,s14a,s23m,s23a,s32m,s32a,wavelengths,freqs
3.1261976887631358,0.1809304385314609,2.329750541199536,0.6650599118490839,1.9273190669667855,0.004868463236691599,1.9545815149382089,0.03530271196198509,0.1809304385314609,3.1261976887631358,0.1809304385314609,3.1261976887631358,0.1809304385314609,3.1261976887631358,0.03530271196198509,1.9545815149382089,0.03530271196198509,1.9545815149382089,0.03530271196198509,1.9545815149382089,0.6650599118490839,2.329750541199536,0.6650599118490839,2.329750541199536,0.6650599118490839,2.329750541199536,0.004868463236691599,1.9273190669667855,0.004868463236691599,1.9273190669667855,0.004868463236691599,1.9273190669667855,1.5,0.6666666666666666
3.09585962275108,0.1788456302510505,2.141270410861195,0.6649973405748625,1.8985701937197375,0.0034609089936986684,1.9728459495745312,0.024311686265648322,0.1788456302510505,3.09585962275108,0.1788456302510505,3.09585962275108,0.1788456302510505,3.09585962275108,0.024311686265648322,1.9728459495745312,0.024311686265648322,1.9728459495745312,0.024311686265648322,1.9728459495745312,0.6649973405748625,2.141270410861195,0.6649973405748625,2.141270410861195,0.6649973405748625,2.141270410861195,0.0034609089936986684,1.8985701937197375,0.0034609089936986684,1.8985701937197375,0.0034609089936986684,1.8985701937197375,1.5020408163265306,0.6657608695652174
3.0727488425264733,0.17474273964049516,1.9508368685637116,0.6747676961568425,2.1094466616531777,0.003382185468619712,2.2141153733075325,0.02474315770400356,0.17474273964049516,3.0727488425264733,0.17474273964049516,3.0727488425264733,0.17474273964049516,3.0727488425264733,0.02474315770400356,2.2141153733075325,0.02474315770400356,2.2141153733075325,0.02474315770400356,2.2141153733075325,0.6747676961568425,1.9508368685637116,0.6747676961568425,1.9508368685637116,0.6747676961568425,1.9508368685637116,0.003382185468619712,2.1094466616531777,0.003382185468619712,2.1094466616531777,0.003382185468619712,2.1094466616531777,1.5040816326530613,0.6648575305291723
3.0602067258308807,0.1700140002936358,1.75007872906376,0.690515863688182,2.0842208378861597,0.004362519512480317,2.158098981397372,0.03237410339830144,0.1700140002936358,3.0602067258308807,0.1700140002936358,3.0602067258308807,0.1700140002936358,3.0602067258308807,0.03237410339830144,2.158098981397372,0.03237410339830144,2.158098981397372,0.03237410339830144,2.158098981397372,0.690515863688182,1.75007872906376,0.690515863688182,1.75007872906376,0.690515863688182,1.75007872906376,0.004362519512480317,2.0842208378861597,0.004362519512480317,2.0842208378861597,0.004362519512480317,2.0842208378861597,1.506122448979592,0.6639566395663956
3.055240907732801,0.16561515098525345,1.538835820608986,0.7067065506971886,1.8611797934655807,0.005351725148744385,1.9125299844386543,0.039158380164409,0.16561515098525345,3.055240907732801,0.16561515098525345,3.055240907732801,0.16561515098525345,3.055240907732801,0.039158380164409,1.9125299844386543,0.039158380164409,1.9125299844386543,0.039158380164409,1.9125299844386543,0.7067065506971886,1.538835820608986,0.7067065506971886,1.538835820608986,0.7067065506971886,1.538835820608986,0.005351725148744385,1.8611797934655807,0.005351725148744385,1.8611797934655807,0.005351725148744385,1.8611797934655807,1.5081632653061225,0.6630581867388362
3.053913293822029,0.16157893993881295,1.3209711175443792,0.7202456832531647,1.5791027108614055,0.0060504656836473086,1.6177992336172609,0.043444095871658636,0.16157893993881295,3.053913293822029,0.16157893993881295,3.053913293822029,0.16157893993881295,3.053913293822029,0.043444095871658636,1.6177992336172609,0.043444095871658636,1.6177992336172609,0.043444095871658636,1.6177992336172609,0.7202456832531647,1.3209711175443792,0.7202456832531647,1.3209711175443792,0.7202456832531647,1.3209711175443792,0.0060504656836473086,1.5791027108614055,0.0060504656836473086,1.5791027108614055,0.0060504656836473086,1.5791027108614055,1.510204081632653,0.6621621621621622
3.055134884743682,0.1575498163947105,1.100086569407311,0.7302646040623557,1.2874366640555595,0.006486843366669331,1.3185123378779757,0.04571767785145911,0.1575498163947105,3.055134884743682,0.1575498163947105,3.055134884743682,0.1575498163947105,3.055134884743682,0.04571767785145911,1.3185123378779757,0.04571767785145911,1.3185123378779757,0.04571767785145911,1.3185123378779757,0.7302646040623557,1.100086569407311,0.7302646040623557,1.100086569407311,0.7302646040623557,1.100086569407311,0.006486843366669331,1.2874366640555595,0.006486843366669331,1.2874366640555595,0.006486843366669331,1.2874366640555595,1.5122448979591836,0.6612685560053981
3.060645381810932,0.1533170561040754,0.8787244933121818,0.7368166914588126,1.0001319445739485,0.00674422434695391,1.0262758635675755,0.04670856164793038,0.1533170561040754,3.060645381810932,0.1533170561040754,3.060645381810932,0.1533170561040754,3.060645381810932,0.04670856164793038,1.0262758635675755,0.04670856164793038,1.0262758635675755,0.04670856164793038,1.0262758635675755,0.7368166914588126,0.8787244933121818,0.7368166914588126,0.8787244933121818,0.7368166914588126,0.8787244933121818,0.00674422434695391,1.0001319445739485,0.00674422434695391,1.0001319445739485,0.00674422434695391,1.0001319445739485,1.5142857142857142,0.6603773584905661
3.0731132405830817,0.149018624933655,0.6586806004540563,0.7405326140239249,0.7194703999708508,0.0068932744351779185,0.742221163627541,0.046974765475295464,0.149018624933655,3.0731132405830817,0.149018624933655,3.0731132405830817,0.149018624933655,3.0731132405830817,0.046974765475295464,0.742221163627541,0.046974765475295464,0.742221163627541,0.046974765475295464,0.742221163627541,0.7405326140239249,0.6586806004540563,0.7405326140239249,0.6586806004540563,0.7405326140239249,0.6586806004540563,0.0068932744351779185,0.7194703999708508,0.0068932744351779185,0.7194703999708508,0.0068932744351779185,0.7194703999708508,1.5163265306122449,0.6594885598923285
3.094667750407381,0.1450700369562892,0.4409492912870493,0.7423849375735909,0.44385658678803896,0.006980503426816406,0.46410729651542576,0.04686424378237313,0.1450700369562892,3.094667750407381,0.1450700369562892,3.094667750407381,0.1450700369562892,3.094667750407381,0.04686424378237313,0.46410729651542576,0.04686424378237313,0.46410729651542576,0.04686424378237313,0.46410729651542576,0.7423849375735909,0.4409492912870493,0.7423849375735909,0.4409492912870493,0.7423849375735909,0.4409492912870493,0.006980503426816406,0.44385658678803896,0.006980503426816406,0.44385658678803896,0.006980503426816406,0.44385658678803896,1.5183673469387755,0.6586021505376344
