s11a,s11m,s12a,s12m,s21a,s21m,s22a,s22m,wavelengths,freqs
-2.9816846549871743,0.004032537720598952,3.112185036784627,1.026665549894223,3.1121811277120783,1.0266622782248014,-3.0691929057817573,0.005073740784113114,1.5,0.6666666666666666
-2.9886044871453024,0.004063198685623279,3.0794652858631593,1.026584907810475,3.079461799661073,1.0265817761257259,-3.088470071499458,0.005082877056737498,1.5020408163265306,0.6657608695652174
-2.996054006621815,0.004091905930637501,3.046833773855002,1.0265046177002013,3.0468306930105205,1.0265016572940702,-3.1078895815376626,0.005087085162635206,1.5040816326530613,0.6648575305291723
-3.003992922782474,0.0041185510718979345,3.014290141811965,1.0264246786542202,3.0142874468014087,1.026421919086768,-3.127421140808734,0.005086375261844377,1.506122448979592,0.6639566395663956
-3.012382204114147,0.004143036853847851,2.9818340326788477,1.0263450896858493,2.9818317021210707,1.0263425586592119,-3.147035431026984,0.005080766700540789,1.5081632653061225,0.6630581867388362
-3.0211840791966504,0.004165276693999074,2.949465091288963,1.0262658497256316,2.9494631021049194,1.0262635729737843,-3.166703898630402,0.005070287686273267,1.510204081632653,0.6621621621621622
-3.030362015833255,0.0041851942431916506,2.9171829643611766,1.0261869576181475,2.917181291938616,1.0261849588107028,-3.1863985512385526,0.005054974993206553,1.5122448979591836,0.6612685560053981
-3.0398806828603964,0.004202722963333172,2.8849873004974214,1.0261084121213664,2.8849859188595732,1.0261067127815113,-3.206091760029868,0.005034873694644818,1.5142857142857142,0.6603773584905661
-3.0497058983723973,0.0042178057242465835,2.8528777501794687,1.026030211908326,2.8528766321566312,1.0260288313448902,-3.225756065480628,0.005010036921031333,1.5163265306122449,0.6594885598923285
-3.05980456745286,0.004230394420701336,2.820853965764239,1.025952355570398,2.8208530831671803,1.0259513108240175,-3.245363983949228,0.004980525642455734,1.5183673469387755,0.6586021505376344
-3.070144611981802,0.004240449610458004,2.7889156014772936,1.0258748416210663,2.7889149252714276,1.025874147424284,-3.264887812613225,0.004946408475350175,1.5204081632653061,0.6577181208053691
-3.080694894643119,0.004247940173544486,2.7570623134048744,1.0257976684993337,2.75706181388418,1.025797337250404,-3.2842994302560267,0.004907761513565931,1.5224489795918368,0.6568364611260054
-3.0914251388751905,0.004252842992634298,2.7252937594851483,1.0257208345721305,2.725293406444847,1.0257208763222203,-3.303570091330751,0.004864668184405774,1.5244897959183674,0.6559571619812583
-3.10230584614888,0.004255142653896039,2.6936095994995406,1.0256443381356888,2.6936093624066206,1.0256447605891286,-3.3226702105954824,0.004817219130468723,1.526530612244898,0.6550802139037433
-3.1133082116552493,0.004254831167381502,2.6620094950647792,1.025568177416251,2.66200934322543,1.025568985943367,-3.341569135413358,0.0047655121185383445,1.5285714285714287,0.6542056074766355
-3.1244040391857615,0.0042519077058897755,2.630493109625989,1.025492350570798,2.6304930123491554,1.0254935482328562,-3.360234902526195,0.004709651977211982,1.530612244897959,0.6533333333333333
-3.1355656557542044,0.004246378361169999,2.5990601084508267,1.0254168556885714,2.5990600352070548,1.0254184432742635,-3.3786339757707107,0.00464975056555636,1.5326530612244897,0.6524633821571239
-3.146765826314017,0.004238255916560113,2.5677101586239934,1.025341690793854,2.567710079198885,1.0253436668667417,-3.396730960790181,0.004585926775922577,1.5346938775510204,0.6515957446808511
-3.157977668797929,0.0042275596353296765,2.536442929041664,1.0252668538502403,2.536442813683236,1.0252692148065368,-3.414488292344941,0.004518306574994825,1.536734693877551,0.650730411686587
-3.169174569615173,0.0042143150642935745,2.5052580904050505,1.025192342766192,2.5052579099644148,1.025195082902155,-3.4318658892901306,0.004447023088327196,1.5387755102040817,0.649867374005305
-3.1803300997176973,0.004198553852447667,2.4741553152126294,1.0251181554013005,2.474155041277433,1.0251212669896017,-3.4488207717393493,0.004372216734831403,1.5408163265306123,0.6490066225165563
-3.1914179313498705,0.004180313584486695,2.4431342777510956,1.0250442895726437,2.4431338827712556,1.02504776294692,-3.465306634301563,0.004294035419041867,1.542857142857143,0.6481481481481481
-3.20241175560666,0.004159637629101936,2.4121946540850363,1.0249707430606176,2.412194111490347,1.0249745667074859,-3.4812733686001542,0.004212634790533656,1.5448979591836736,0.6472919418758256
-3.213285200966999,0.004136575001854544,2.381336122046061,1.024897513613837,2.381335406355312,1.0249016742716313,-3.4966665275709805,0.0041281785814355825,1.5469387755102042,0.646437994722955
-3.224011752892594,0.004111180247550686,2.350558361221632,1.0248245989527862,2.350557448143519,1.0248290817165133,-3.511426723030527,0.004040839039813103,1.5489795918367348,0.6455862977602107
-3.234564675267666,0.0040835133102883215,2.3198610529448374,1.0247519967744163,2.3198599194676075,1.0247567852045543,-3.5254889491629826,0.00395079744480324,1.5510204081632653,0.6447368421052632
-3.2449169325600367,0.004053639469829836,2.289243880283805,1.024679704753177,2.2892425047591827,1.0246847809908033,-3.5387818184618265,0.003858244795264753,1.5530612244897959,0.6438896189224704
-3.255041114778508,0.004021629237692352,2.258706528032708,1.0246077205456063,2.2587048902482305,1.02461306542984,-3.5512267055629705,0.003763382593555526,1.5551020408163265,0.6430446194225722
-3.264909364284661,0.003987558292844083,2.2282486827025916,1.0245360417939613,2.2282467639452146,1.0245416349825551,-3.56273678555367,0.0036664238246234752,1.5571428571428572,0.6422018348623854
-3.274493305449522,0.0039515074245024305,2.1978700325122063,1.024464666130991,2.1978678156226117,1.0244704862230392,-3.573215959916275,0.0035675941291585128,1.5591836734693878,0.6413612565445026
