s11a,s12a,s21a,s22a,s11m,s12m,s21m,s22m,wavelengths
-41.9148255392778,-28.68066457137744,-28.68066457137744,-41.9148255392778,0.05911956557401171,0.34288691736435767,0.34288691736435767,0.05911956557401171,1.615436241610738
-42.23212035853581,-28.92795710570323,-28.92795710570323,-42.23212035853581,0.05597486451843869,0.33420214623952976,0.33420214623952976,0.05597486451843869,1.6174496644295302
-42.55218957314192,-29.174243771056034,-29.174243771056034,-42.55218957314192,0.05355035929071158,0.3254667507882474,0.3254667507882474,0.05355035929071158,1.619463087248322
-42.881596768944,-29.419442592777756,-29.419442592777756,-42.881596768944,0.05205240403843671,0.31669343444136216,0.31669343444136216,0.05205240403843671,1.621476510067114
-43.225425217291175,-29.663474171585854,-29.663474171585854,-43.225425217291175,0.05159251643104249,0.30790394170384877,0.30790394170384877,0.05159251643104249,1.623489932885906
-43.58542988960539,-29.906274463840372,-29.906274463840372,-43.58542988960539,0.05220513207392097,0.2991263414800033,0.2991263414800033,0.05220513207392097,1.6255033557046978
-43.95938051812456,-30.14780414763441,-30.14780414763441,-43.95938051812456,0.053856070892867446,0.2903911145879291,0.2903911145879291,0.053856070892867446,1.6275167785234899
-44.34205397228875,-30.38805285779499,-30.38805285779499,-44.34205397228875,0.0564306728097525,0.2817269356226384,0.2817269356226384,0.0564306728097525,1.629530201342282
-44.72723749464864,-30.627037586905036,-30.627037586905036,-44.72723749464864,0.059717755699834264,0.2731569694927427,0.2731569694927427,0.059717755699834264,1.6315436241610737
-45.109559676853486,-30.864795404129925,-30.864795404129925,-45.109559676853486,0.06341449670502598,0.2646963344047174,0.2646963344047174,0.06341449670502598,1.6335570469798657
-45.48538059746684,-31.101371468419543,-31.101371468419543,-45.48538059746684,0.0671613879087803,0.2563511544610299,0.2563511544610299,0.0671613879087803,1.6355704697986577
-45.85278031352381,-31.336804078459718,-31.336804078459718,-45.85278031352381,0.07059662802772791,0.2481193902238817,0.2481193902238817,0.07059662802772791,1.6375838926174495
-46.21111836507563,-31.5711092487022,-31.5711092487022,-46.21111836507563,0.07341243364443747,0.2399934002288367,0.2399934002288367,0.07341243364443747,1.6395973154362415
-46.56057731527318,-31.804268004415736,-31.804268004415736,-46.56057731527318,0.07539976894675247,0.23196389889996172,0.23196389889996172,0.07539976894675247,1.6416107382550336
-46.90187551013486,-32.036219941478585,-32.036219941478585,-46.90187551013486,0.07647448288525813,0.22402466867308507,0.22402466867308507,0.07647448288525813,1.6436241610738254
-47.23617072806813,-32.26686632955738,-32.26686632955738,-47.23617072806813,0.07668269532908752,0.2161770807034858,0.2161770807034858,0.07668269532908752,1.6456375838926174
