wavelengths,s11a,s12a,s13a,s21a,s22a,s23a,s31a,s32a,s33a,s11m,s12m,s13m,s21m,s22m,s23m,s31m,s32m,s33m
1.4595978062157222,42.66557515311662,39.135312325416805,39.13524783416638,39.135096351849505,48.95162601587725,45.81394313246211,39.13503655199678,45.81394156503387,48.95314675727855,0.007296007042116902,0.7488740556948276,0.7489372101971956,0.7486636695465579,0.13587192695182343,0.13103323202815653,0.7487330122335284,0.13103294084639536,0.1359469592424912
1.4587088915956152,42.974878627939596,39.41129112198732,39.41123560440109,39.41108563662367,49.288212520851914,46.14830985748771,39.41103783493145,46.148310881980834,49.28955743238895,0.007865201179222969,0.7485306718294057,0.7485955677977154,0.7483134307690003,0.13563159632883592,0.1309514508506148,0.7483829936265256,0.13095194723455658,0.13571538257956514
1.4578210590383445,43.28011468982041,39.68726292830883,39.6872166857229,39.68705830805367,49.62482844674494,46.48273857919898,39.68702214655134,46.482741051233205,49.625928473967456,0.00831760695370533,0.7482174516279158,0.7482824642033016,0.7479908983341659,0.13548423945255894,0.1308348245364767,0.7480585372115014,0.13083622709112605,0.1355727887469768
1.456934306569343,43.58405728893937,39.963233623379,39.96319641082871,39.963020619669734,49.961246217477814,46.81723327319757,39.96299503263461,46.81723592329128,49.96204549744898,0.0086229395736769,0.7479326435293634,0.7479961667168182,0.7476972994018505,0.1354263617467597,0.1306823868931988,0.7477610140327275,0.13068471561148387,0.1355143350068823
1.456048632218845,43.889295432688385,40.23920779986586,40.23917886409417,40.23897910544197,50.297257407636465,47.15179125617067,40.23896239310969,47.15179285425825,50.29771723553105,0.008759566963021695,0.7476740709986707,0.7477346148233608,0.7474330040872035,0.1354456723201124,0.13049508250355138,0.747491066656055,0.130498256117782,0.13552680946138226
1.4551640340218712,44.19848904492107,40.515188862931446,40.515167006702356,40.5149403052351,50.632692546254,47.486402052035174,40.51493024898824,47.486401572517615,50.63279399539658,0.008716271639439657,0.7474395490186605,0.7474958213954283,0.7471974956406404,0.13552250114114495,0.13027568689015895,0.7472485600482263,0.13027953289480804,0.13559014760707924
1.4542805100182148,44.51465388603069,40.79117935532437,40.79116301973682,40.79091048978865,50.967436402337576,47.821047005101555,40.790904500516895,47.82104377407447,50.967181436408985,0.008493875797340966,0.7472272138076602,0.7472781852921854,0.7469894060281057,0.13563189527887065,0.1300285936083653,0.7470325907366927,0.13003286926458638,0.1356795755417671
1.453398058252427,44.84148984465748,41.06718144015887,41.06716879829892,41.06689542057263,51.30143731502892,48.15569970518955,41.066890709697304,48.155693511143994,51.300848426806844,0.008106750545092262,0.7470356975911546,0.7470806492362352,0.746806611713001,0.13574614278080455,0.12975948186346734,0.7468415509525935,0.12976390309883348,0.1357681278052106
1.4525166767738025,45.183743099433975,41.343197434734115,41.34318649230768,41.34290017296052,51.63471005490774,48.49032719800022,41.342893934190904,48.49031834914637,51.63382861387109,0.007584313635628744,0.7468641076498733,0.7469026630761509,0.7466463728196159,0.13583744481962104,0.1294748902127508,0.7466732331752787,0.12947916445987367,0.13582926693802508
1.4516363636363636,45.54748446709861,41.61923027012657,41.61921897071558,41.61892903724592,51.967332524024656,48.824891869073184,41.618918626578036,48.824881185064754,51.96621609217184,0.006972625599951489,0.7467118081259069,0.7467439506550476,0.746505491243941,0.13588047063417294,0.12918173275556438,0.7465249530601553,0.12918559152335476,0.13583934996381733
1.4507571168988491,45.939867140833975,41.89528375870022,41.89527009220377,41.894985494805745,52.29943717837415,49.15935382292732,41.89496859661225,49.15934255619777,52.29815606240804,0.006335810114573163,0.746578046351235,0.746604121028719,0.7463804618178185,0.13585457473847448,0.128886802056352,0.7463936672771524,0.12889002937640115,0.13577973300480398
1.4498789346246972,46.367255132961,42.17136258595665,42.171344698252895,42.171072250909624,52.63119835628454,49.49367353865853,42.171047019160085,49.493663230119445,52.629831626684734,0.0057554243921992074,0.746461503100252,0.7464822022814845,0.7462675957476061,0.13574551676735438,0.12859630616237844,0.7462760677356886,0.1285987598793552,0.13563836467399298
1.4490018148820327,46.830154754744264,42.44747199861847,42.44744829867952,42.44719129563946,52.96281677626595,49.82781457260375,42.447156461229575,49.82780685669338,52.961447929418455,0.005322104494289568,0.7463598690345065,0.746376199591585,0.7461631057763175,0.13554658691794508,0.12831548437081414,0.7461686435738316,0.12831710836552956,0.13541077869689105
1.4481257557436518,47.3161347946391,42.72361722639868,42.72358648465135,42.72334396286569,53.294502426117205,50.16174609567731,42.72329890056413,50.161742478817736,53.2932148223835,0.005111129222842237,0.7462695514570235,0.7462827820899096,0.7460631549087988,0.1352590944711453,0.128048337732825,0.7460677142206319,0.12804916437561045,0.13510044791246964
1.447250755287009,47.799531585238846,42.99980273636665,42.99976416594445,42.999530964474246,53.6264569955776,50.495445090922956,42.99947571592169,50.49544673345113,53.625329193604394,0.005146298966286814,0.746185594616387,0.7461971834011394,0.7459638815009807,0.13489221949615768,0.12779749658772183,0.7459694472466397,0.12779763983759101,0.13471850255228784
1.4463768115942028,48.2545314381525,43.276031462244774,43.27598477386229,43.27575239077364,53.95885696856275,50.828898085945376,43.27568764307084,50.82890561907035,53.957958102782484,0.005384026818222819,0.7461018565998121,0.7461133615636286,0.7458614198620389,0.13446226006563022,0.12756423055924088,0.745869880458072,0.1275638710244986,0.1342828475937022
1.4455039227519613,48.668358451826485,43.55230416587795,43.5522495880446,43.55200768401568,54.29183850389272,51.16210234454519,43.551934706493505,51.162115750222114,54.291223914213184,0.005738881218892538,0.746011434233807,0.7460244128433153,0.7457519354165821,0.13399133405021893,0.12734858887596234,0.7457649669756107,0.12734795277630323,0.13381674205560726
1.4446320868516282,49.041120549356506,43.82861907006537,43.828557329424484,43.828295605362435,54.62548526657605,51.49506648311612,43.828216149923755,51.495085056305314,54.62519267020977,0.006123093554400936,0.745907275145357,0.745923181346828,0.7456316869893149,0.13350562147032152,0.12714964321826805,0.7456506549795838,0.127148977542368,0.13334693264523434
1.44376130198915,49.378765115588365,44.10497185369119,44.10490411503008,44.1046142222837,54.95982036085992,51.827810505005345,44.104530395057495,51.82783290594888,54.9598669282081,0.006469123163835323,0.7457828745623024,0.7458029636285589,0.7454971178728026,0.1330332641299386,0.12696579387800813,0.7455230024029342,0.12696534016303215,0.13290146802447125
1.44289156626506,49.68801832660932,44.38135603123398,44.38128380226514,44.380960941115084,55.29480337956042,52.160365260027476,44.380875054918945,52.16038965095976,55.29518410433005,0.006734519291431233,0.7456329329183,0.7456581842577595,0.7453449653255857,0.13260207342010596,0.12679509449253537,0.7453783144477568,0.12679506362669324,0.13250735652681855
1.442022877784467,49.974565709655984,44.657763663705325,44.657688674874485,44.657332598812424,55.630333249824595,52.49277134156132,44.65724701697547,52.492795589956806,55.631020955885425,0.006899162299640996,0.7454538540512299,0.7454849201352609,0.7451723687097106,0.13223722941693203,0.1266355516570578,0.745213282099856,0.12663610197238284,0.13218826274766396
1.4411552346570398,50.24292325822287,44.934186282928685,44.93411035608038,44.93372561179478,55.96625699619145,52.825077438355166,44.93364259419733,52.82509935947652,55.9672041833119,0.006960724070260418,0.7452439923564871,0.7452811783115693,0.744976952601112,0.1319591754661,0.12648536289810203,0.745025095821009,0.12648658359338769,0.13196245675410742
1.4402886349969932,50.496889115364525,45.2106158697687,45.2105407906382,45.21013616283523,56.30238380541721,53.157338170964614,45.21005772457228,53.15735577755399,56.30352631373055,0.006930000667575139,0.7450036046445956,0.7450468785541613,0.7447568642930942,0.13178191210656884,0.12634306834431794,0.7448115117169402,0.12634496993634883,0.13184122322831285
1.439423076923077,50.7401218249949,45.487045717994455,45.48697312590793,45.48656039423078,56.63850299569008,53.48961146955758,45.48648818615297,53.4896231965905,56.63976520674566,0.006826266477503077,0.7447345183342275,0.7447835478704862,0.7445107545382234,0.1317118652947548,0.12620760575404016,0.7445708570834065,0.12621011875602403,0.1318279004353642
1.4385585585585583,50.97667631217682,45.763471040039185,45.763402344263746,45.762994570842956,56.97440385327807,53.82195559135138,45.762929789466384,53.82196046850433,56.97570490778792,0.006672660062819361,0.7444395798870053,0.7444937875147556,0.7442377036426058,0.13174744607133562,0.12607827286451018,0.7443019758148985,0.12608125519903704,0.13191765211677892
1.4376950780312125,51.211391938080226,46.039889222608245,46.0398255494358,46.03943518164671,57.30989498330097,54.15442592680739,46.039378513684035,54.15442367956412,57.311155345881396,0.006491951363225847,0.7441219851710518,0.7441806125383941,0.7439371084793363,0.13187933993206524,0.12595461306909747,0.744004128036806,0.12595786584231197,0.13209798957984978
1.436832633473305,51.45002783285045,46.31629970683419,46.31624187597228,46.31587896203736,57.644820929603995,54.48707179353521,46.31583056624984,54.48706286408156,57.645968607459814,0.006303466820737786,0.7437846096339354,0.7438467821508953,0.7436085558491637,0.13209147854737355,0.1258362486437472,0.7436768686837879,0.12583953890170602,0.13234997265957796
1.4359712230215826,51.69907071650035,46.59270353487562,46.59265205930843,46.59232283772728,57.97907432762875,54.81993345294022,46.59228236411164,54.819918942456894,57.98005015168567,0.006122150017729926,0.7434294489456497,0.7434942337051973,0.7432517110894763,0.1323625704048946,0.1257226894966713,0.7433199337596338,0.12572577758132336,0.1326499437922531
1.4351108448172558,51.965208683282036,46.869102658987714,46.869057760094414,46.86876380962639,58.31260262194668,55.15303959546859,46.86873045331845,55.15302113860402,58.31336418664096,0.005960401763594353,0.7430572535734845,0.7431237070210417,0.7428662469015349,0.1326680134459844,0.12561314498376164,0.742933159621518,0.1256158132779993,0.13297160129042118
1.434251497005988,52.254493743922815,47.145499140676336,47.14546077042661,47.145198812613714,58.64540920465247,55.48640551868447,47.145171397495105,55.48638510779113,58.645933278581474,0.0058323758474830316,0.7426674009606684,0.742734606159678,0.742451827088148,0.1329819880259935,0.12550636267501852,0.7425164508545568,0.12550844205626485,0.13328820032190114
1.4333931777378814,52.57115069350629,47.42189437294694,47.42186223718252,47.42162458599964,58.977549526139676,55.82003216770764,47.421601670997916,55.82001194831212,58.977832936042184,0.005759037466041881,0.7422580058105269,0.7423251018791877,0.7420081460896873,0.133279531340433,0.12540051235519767,0.7420697989282318,0.12540190271270227,0.13357467978045892
1.4325358851674643,52.91599531225896,47.698288440160894,47.69826202050965,47.69803758856032,59.309123183672405,56.153906125982815,47.69801758817233,56.15388818592498,59.30918230520605,0.005770954198922465,0.7418262311715962,0.7418924388088529,0.7415350116506302,0.1335384183159709,0.12529312723832095,0.7415933406025512,0.12529380902031823,0.13380954221397087
1.431679617453676,53.284896291152506,47.97467969464023,47.974658270364614,47.974433977885894,59.640263185193156,56.488000547937816,47.97441528762544,56.48798672107852,59.6401322377492,0.005905288936974462,0.741368736963241,0.7414333836718372,0.7410324482935313,0.13374071034410892,0.1251811083092601,0.7410874356096334,0.12518114321519352,0.1339763532106891
1.4308243727598569,53.66862135216895,48.25106458639034,48.25104726028873,48.25080965624986,59.97112356831106,56.82227692890004,48.250790773576085,56.82226863094498,59.970851920468405,0.0061955252698620705,0.7408821912127878,0.7409447380580032,0.7405007960201462,0.13387387446661933,0.12506079238953383,0.7405527399591589,0.12506031285872968,0.13406476880419527
1.4299701492537313,54.05532949710949,48.527437741541476,48.52742347502916,48.527160368261896,60.30186641500953,57.15668752661547,48.52714000008666,57.15668563619254,60.3015150862943,0.006657963633077791,0.7403637719358118,0.7404238410488473,0.7399407824470442,0.13393141643960443,0.12492808007205734,0.739990254944436,0.12492726889999864,0.13407104010150234
1.4291169451073986,54.434899300091566,48.80379283996295,48.80378050057379,48.803480028401516,60.63266334006103,57.49118019026023,48.80345717870097,57.49118495726278,60.63230082250594,0.007282578215555939,0.7398107431831845,0.7398681436180121,0.7393639892776072,0.13390909104694537,0.12477577102832288,0.7394117711934508,0.12477483764949764,0.13399406483773088
