s11a,s11m,s21a,s21m,s12a,s12m,s22a,s22m,wavelengths,freqs
-3.141008206367171,0.014996913416768712,-2.916791162863361,1.0000330946833744,-2.9167895510958615,1.0000358586969815,-3.141075350968903,0.014998081412938026,1.5,0.6666666666666666
-3.140911106490848,0.01495782574842807,-2.950326113711368,1.0000344753829287,-2.950324417551341,1.0000373200587802,-3.1409722038792043,0.014958890068807898,1.5020408163265306,0.6657608695652174
-3.1408110539546623,0.014918929147036665,-2.9837686591307153,1.0000358176316797,-2.983766882824839,1.0000387388271526,-3.1408654785927026,0.014919891968646778,1.5040816326530613,0.6648575305291723
-3.140708075731911,0.01488022483133596,-3.017119180783883,1.0000371252712557,-3.01711732752103,1.0000401196065576,-3.140755208541908,0.014881088988442938,1.506122448979592,0.6639566395663956
-3.1406022122047474,0.014841714010591105,-3.050378058203448,1.0000384020810793,-3.0503761300892385,1.0000414669289168,-3.140641446942641,0.014842482975502004,1.5081632653061225,0.6630581867388362
-3.1404935165178656,0.01480339787978205,-3.0835456689577683,1.0000396516671444,-3.083543667028986,1.0000427851171023,-3.14052426575284,0.014804075731606185,1.510204081632653,0.6621621621621622
-3.1403820539337866,0.014765277612801839,-3.116622388791083,1.0000408773703329,-3.1166203130650065,1.0000440781726745,-3.1404037544071612,0.014765868995841707,1.5122448979591836,0.6612685560053981
-3.1402679011860624,0.014727354353670391,-3.1496085917375964,1.0000420821950085,-3.149606441290935,1.0000453496883503,-3.1402800183777773,0.014727864427801938,1.5142857142857142,0.6603773584905661
-3.140151145825071,0.014689629205966628,-3.182504650210249,1.0000432687578458,-3.1825024232820667,1.0000466027849062,-3.140153177619958,0.014690063591656683,1.5163265306122449,0.6594885598923285
-3.14003188554159,0.014652103220613097,-3.215310935065214,1.0000444392562466,-3.215308629178154,1.000047840071515,-3.1400233649516913,0.014652467941530582,1.5183673469387755,0.6586021505376344
-3.1399102274640898,0.014614777382537943,-3.2480278156440643,1.0000455954551533,-3.2480254277380918,1.0000490636280859,-3.139890724425697,0.014615078808144593,1.5204081632653061,0.6577181208053691
-3.139786287414403,0.014577652596465122,-3.2806556597955243,1.0000467386906298,-3.2806531863687423,1.0000502750075488,-3.1397554097314835,0.014577897387629164,1.5224489795918368,0.6568364611260054
-3.139660189123759,0.014540729672629338,-3.3131948338792716,1.000047869888267,-3.313192271130372,1.0000514752561416,-3.1396175826732433,0.014540924731197303,1.5244897959183674,0.6559571619812583
-3.1395320634013917,0.014504009312297858,-3.345645702754054,1.0000489895943738,-3.3456430467217086,1.000052664949085,-3.1394774117451076,0.014504161736802057,1.526530612244898,0.6550802139037433
-3.139402047266214,0.014467492094578285,-3.378008629752894,1.0000500980175062,-3.3780058764476486,1.0000538442392726,-3.1393350708306254,0.01446760914189752,1.5285714285714287,0.6542056074766355
-3.1392702830445756,0.014431178464098051,-3.410283976647617,1.0000511950782254,-3.4102811221727545,1.0000550129162744,-3.139190738032292,0.01443126751777709,1.530612244897959,0.6533333333333333
-3.1391369174511703,0.014395068719951306,-3.442472103605073,1.0000522804647838,-3.442469144263453,1.0000561704733268,-3.139044594637176,0.014395137264194289,1.5326530612244897,0.6524633821571239
-3.1390021006640123,0.014359163007088718,-3.4745733691375613,1.0000533536924348,-3.474570301522279,1.0000573161794901,-3.1388968242088304,0.014359218605468656,1.5346938775510204,0.6515957446808511
-3.138865986177991,0.014323459846856694,-3.506588130018849,1.0000544141787393,-3.506584951089729,1.000058449180454,-3.138747613399361,0.01432350933140807,1.536734693877551,0.650730411686587
-3.138728727713334,0.01428796108869776,-3.5385167413552825,1.0000554612584602,-3.5385134484787195,1.0000595684729843,-3.1385971449847903,0.014288013716392397,1.5387755102040817,0.649867374005305
-3.138590479652696,0.014252666694278831,-3.5703595563280497,1.000056494284332,-3.5703561473388503,1.0000606731273878,-3.1384456064154223,0.014252729373269605,1.5408163265306123,0.6490066225165563
-3.138451398140214,0.014217575265234357,-3.602116926291791,1.0000575126903875,-3.602113399494312,1.00006176226307,-3.138293183492563,0.014217655710049706,1.542857142857143,0.6481481481481481
-3.1383116379224987,0.014182686116366576,-3.63378920067203,1.000058516014473,-3.633785554844304,1.0000628351246372,-3.138140060366563,0.014182792708592847,1.5448979591836736,0.6472919418758256
