s11a,s11m,s21a,s21m,wavelengths,s12a,s12m,s22a,s22m
-0.7784401195045755,0.002020870439599892,0.23819978375004938,0.9989456020854653,1.5387755102040817,0.23845076960427325,0.9973375004769978,5.451154966550504,0.0017341054453281401
-0.8647089928907695,0.0020221956730163797,0.19519191730763377,0.9989461360866937,1.5408163265306123,0.19582653642701636,0.9975904616749719,5.474445524011279,0.0018806775906090327
-0.9511449239221853,0.0020217084061184432,0.1522955491239023,0.9989480471466184,1.542857142857143,0.1533129868331007,0.9977952338807099,5.491381707947144,0.002000830070014996
-1.0372143500926776,0.0020222171319526365,0.10951020627469538,0.9989499677563034,1.5448979591836736,0.11089670753160882,0.9979601841303167,5.504355834610604,0.00209739280514994
-1.1232633446534543,0.002021372672517492,0.06683452393044323,0.9989511594666515,1.546938775510204,0.06857845518685236,0.9980788933582957,5.514514009357788,0.0021689718036465365
-1.2094088540891597,0.002022096614632056,0.024272221188231254,0.9989535119529079,1.5489795918367348,0.026361047856159576,0.9981675650287088,5.521029359087886,0.002219786399820552
-1.295351498265434,0.0020227299368592126,-0.018180287901165406,0.9989542219971314,1.5510204081632653,-0.015767921911191213,0.9982221514626756,5.526170573729633,0.002249687932213615
-1.3807101168886742,0.002021961302620369,-0.060520965685604305,0.9989563000721218,1.5530612244897959,-0.05780515059866281,0.9982482011547137,5.530387724391265,0.0022523517618713907
-1.4664597283236085,0.002023254454811702,-0.10275129579692464,0.9989575770956207,1.5551020408163265,-0.09975456935614954,0.998249667016124,5.532442726610557,0.0022408975816897957
-1.552130272458082,0.002022251390352232,-0.14487535217702696,0.9989597478167981,1.5571428571428572,-0.14161864862105175,0.9982274729398574,5.533862238659207,0.0022084856733233502
-1.6373463723295771,0.002024559340777785,-0.18688892276103788,0.9989631346963083,1.5591836734693876,-0.18338957317681237,0.9981932704506822,5.534113314158274,0.002162835881765186
-1.722901171671497,0.0020243857693448375,-0.22879291890757333,0.9989646013025788,1.5612244897959184,-0.2250805307360056,0.9981402201565939,5.534228808917348,0.0020961219280493213
-1.8086048509819084,0.0020257501484103675,-0.27059282704489807,0.9989678925438735,1.563265306122449,-0.2666836244815134,0.9980764337897235,5.5336282849661265,0.0020177715225945165
-1.8937789196586579,0.0020265167983837293,-0.3122777993781141,0.9989697064626641,1.5653061224489797,-0.30819668072965273,0.997998305228491,5.533234405809644,0.0019218201062840916
-1.9783968162261578,0.002026594966668438,-0.35386025196863174,0.9989720686651867,1.5673469387755101,-0.3496304491987166,0.9979147603623539,5.535578913818925,0.0018143733367674483
-2.0636597498785827,0.0020288788178103347,-0.3953373997659832,0.9989754830159333,1.569387755102041,-0.39097531082830783,0.9978263889561325,5.537102132500965,0.0016957855255828737
-2.1483456603761617,0.002032221020842175,-0.43670415689023234,0.9989780067801677,1.5714285714285714,-0.4322327902194083,0.9977354249259613,5.540063863927713,0.0015699082643096532
-2.2329615522197748,0.0020340581465652214,-0.4779651276101317,0.9989801095162175,1.573469387755102,-0.4734054061612018,0.9976395787498566,5.548153200855531,0.0014309483824588923
-2.3173922082209875,0.002036448932274944,-0.5191204351849691,0.9989836072627062,1.5755102040816327,-0.5144904414566978,0.9975419159437489,5.56000657810722,0.0012847604002795125
-2.4014111653884953,0.002038958247203248,-0.5601708111960924,0.9989867434424203,1.577551020408163,-0.5554867983197453,0.9974465958989097,5.579381654711484,0.0011314558962015392
-2.486476663381674,0.0020416580959453927,-0.6011145840444091,0.9989884555581943,1.579591836734694,-0.5963951634005051,0.9973533157092648,5.60854651738329,0.0009699524962448202
-2.5702450176464775,0.0020458704397985504,-0.641959007168433,0.9989912501845886,1.5816326530612246,-0.6372185714266303,0.9972653565327771,5.65737070378548,0.0008098234927675222
-2.6533547573901965,0.002049183157525013,-0.6826933415572076,0.998993587399611,1.5836734693877552,-0.6779511030433027,0.9971750877795521,5.744037731106463,0.0006463057829881008
-2.737058916891262,0.002053503857984691,-0.7233259608893775,0.998997405331426,1.5857142857142859,-0.7185912411345053,0.9970904583131001,5.894796916923028,0.0004893011205872152
-2.8204639652059926,0.0020576216912335456,-0.7638543387531556,0.9990006195896987,1.5877551020408165,-0.7591451287089942,0.9970106367257037,6.197988352745184,0.00035563201719211577
-2.903856467480275,0.002062137227519171,-0.8042793080623272,0.9990032002816908,1.5897959183673471,-0.7996073686325499,0.9969385996933995,6.751340504890185,0.000287472805349135
-2.986769655993891,0.0020666078861032743,-0.844603468833361,0.9990060323673258,1.5918367346938775,-0.8399780604034198,0.9968718989483139,7.346439502467199,0.00033795237536177864
-3.0690429832571415,0.0020722074025887323,-0.8848237652768743,0.9990094572933685,1.593877551020408,-0.8802601941627376,0.996810206096332,7.688890714396365,0.0004709607007769722
-3.151138280140474,0.0020774810939177247,-0.9249435208666259,0.9990123505762317,1.5959183673469388,-0.9204516645778524,0.9967561200153303,7.862586109406647,0.000641352199620625
-3.2344123207765003,0.0020831979296881283,-0.9649578704324656,0.9990157523588661,1.5979591836734695,-0.9605466683047933,0.9967092939790795,7.956746090176667,0.0008255399167808709
-3.3158711644651424,0.0020898531871422197,-1.0048764182356031,0.9990191526845444,1.6,-1.0005565404723669,0.996669351306514,8.009010649056265,0.001013058647324712
