s11a,s11m,s21a,s21m,s22m,s22a,s12m,s12a,wavelengths,freqs
-3.1391660264499204,0.16648699568457037,-0.7535095140507846,1.0004704288987138,0.16648699568457037,-3.1391660264499204,1.0004704288987138,-0.7535095140507846,1.5,0.6666666666666666
-3.1389916921709253,0.1658449608240639,-0.7984692464655465,1.0004661876955239,0.1658449608240639,-3.1389916921709253,1.0004661876955239,-0.7984692464655465,1.5020408163265306,0.6657608695652174
-3.138815269270896,0.16520982515725363,-0.8432498605298114,1.000461474040713,0.16520982515725363,-3.138815269270896,1.000461474040713,-0.8432498605298114,1.5040816326530613,0.6648575305291723
-3.138638446940002,0.16458154983542797,-0.8878525763275611,1.0004562966984676,0.16458154983542797,-3.138638446940002,1.0004562966984676,-0.8878525763275611,1.506122448979592,0.6639566395663956
-3.138462914580346,0.16396006484020936,-0.93227860375901,1.0004506720779909,0.16396006484020936,-3.138462914580346,1.0004506720779909,-0.93227860375901,1.5081632653061225,0.6630581867388362
-3.138290336155198,0.16334527081897632,-0.9765291444433507,1.0004446225212624,0.16334527081897632,-3.138290336155198,1.0004446225212624,-0.9765291444433507,1.510204081632653,0.6621621621621622
-3.1381223298412144,0.16273704183498086,-1.0206053923116505,1.0004381738144494,0.16273704183498086,-3.1381223298412144,1.0004381738144494,-1.0206053923116505,1.5122448979591836,0.6612685560053981
-3.1379604530891165,0.1621352278142913,-1.0645085330033675,1.0004313531153062,0.1621352278142913,-3.1379604530891165,1.0004313531153062,-1.0645085330033675,1.5142857142857142,0.6603773584905661
-3.137806191571079,0.16153965693360686,-1.1082397425258863,1.0004241878895779,0.16153965693360686,-3.137806191571079,1.0004241878895779,-1.1082397425258863,1.5163265306122449,0.6594885598923285
-3.1376609498914227,0.1609501375216855,-1.1518001858619158,1.0004167059311557,0.1609501375216855,-3.1376609498914227,1.0004167059311557,-1.1518001858619158,1.5183673469387755,0.6586021505376344
-3.137526041976362,0.16036645958648155,-1.195191016129499,1.0004089362253132,0.16036645958648155,-3.137526041976362,1.0004089362253132,-1.195191016129499,1.5204081632653061,0.6577181208053691
