s11a,s11m,s21a,s21m,s22m,s22a,s12m,s12a,wavelengths
0.6424648693987361,0.0010687719217730655,-0.05606353239365958,0.9996034013583901,0.0010687719217730655,0.6424648693987361,0.9996034013583901,-0.05606353239365958,1.5
0.552606840258479,0.0010605249095582778,-0.09795439785561208,0.9996028684141304,0.0010605249095582778,0.552606840258479,0.9996028684141304,-0.09795439785561208,1.5020408163265306
0.4608986413116576,0.0010516930668238032,-0.13973334225228462,0.9996022930090473,0.0010516930668238032,0.4608986413116576,0.9996022930090473,-0.13973334225228462,1.5040816326530613
0.3697864362999034,0.0010439019105708887,-0.18141278608264208,0.999601197474824,0.0010439019105708887,0.3697864362999034,0.999601197474824,-0.18141278608264208,1.506122448979592
0.2778847180747513,0.0010362658319100415,-0.22298110466876406,0.9996013405082955,0.0010362658319100415,0.2778847180747513,0.9996013405082955,-0.22298110466876406,1.5081632653061225
0.1848656992521524,0.001028932897086974,-0.26444633563139647,0.9996015259325873,0.001028932897086974,0.1848656992521524,0.9996015259325873,-0.26444633563139647,1.510204081632653
0.09419840243261468,0.0010217106408687863,-0.30580721257443616,0.9996012599739064,0.0010217106408687863,0.09419840243261468,0.9996012599739064,-0.30580721257443616,1.5122448979591836
0.001246282642643173,0.0010152979342491581,-0.34706105420690747,0.9996011687349616,0.0010152979342491581,0.001246282642643173,0.9996011687349616,-0.34706105420690747,1.5142857142857142
-0.0906947295857329,0.0010088191145149038,-0.388209427867224,0.9996014919681686,0.0010088191145149038,-0.0906947295857329,0.9996014919681686,-0.388209427867224,1.5163265306122449
-0.18477443117198314,0.0010043500601031629,-0.42925513144495253,0.999602371638053,0.0010043500601031629,-0.18477443117198314,0.999602371638053,-0.42925513144495253,1.5183673469387755
-0.2781577598477088,0.0009990500078549522,-0.47019844712532993,0.9996040748556255,0.0009990500078549522,-0.2781577598477088,0.9996040748556255,-0.47019844712532993,1.5204081632653061
-0.3705406227620869,0.0009935054302347085,-0.5110370899542668,0.9996038200686447,0.0009935054302347085,-0.3705406227620869,0.9996038200686447,-0.5110370899542668,1.5224489795918368
-0.46390692256665383,0.000989960521164093,-0.5517718637451386,0.9996047393008172,0.000989960521164093,-0.46390692256665383,0.9996047393008172,-0.5517718637451386,1.5244897959183674
-0.5552315582563467,0.0009858509221047735,-0.5924070059979235,0.9996064094278166,0.0009858509221047735,-0.5552315582563467,0.9996064094278166,-0.5924070059979235,1.5265306122448983
-0.6478297940032725,0.0009832376661423894,-0.6329374531370813,0.999607048217695,0.0009832376661423894,-0.6478297940032725,0.999607048217695,-0.6329374531370813,1.5285714285714287
-0.7394010773705153,0.0009794949564272376,-0.6733672503520114,0.9996087294633765,0.0009794949564272376,-0.7394010773705153,0.9996087294633765,-0.6733672503520114,1.530612244897959
-0.8317642684342736,0.0009779057366626647,-0.7136936070094185,0.9996099747266936,0.0009779057366626647,-0.8317642684342736,0.9996099747266936,-0.7136936070094185,1.5326530612244897
-0.9228680248511679,0.0009753055275480066,-0.7539226257282818,0.9996112990552438,0.0009753055275480066,-0.9228680248511679,0.9996112990552438,-0.7539226257282818,1.5346938775510204
-1.0136776454709517,0.0009736501081497952,-0.7940447717260041,0.9996125213617908,0.0009736501081497952,-1.0136776454709517,0.9996125213617908,-0.7940447717260041,1.536734693877551
-1.1044924041332966,0.0009725272656504072,-0.8340735587459391,0.9996146085671612,0.0009725272656504072,-1.1044924041332966,0.9996146085671612,-0.8340735587459391,1.5387755102040817
-1.194137992196957,0.0009723929634919093,-0.8739988540322594,0.9996170908114053,0.0009723929634919093,-1.194137992196957,0.9996170908114053,-0.8739988540322594,1.5408163265306123
-1.281923208751346,0.0009692510713884406,-0.9138247329378723,0.9996189832972938,0.0009692510713884406,-1.281923208751346,0.9996189832972938,-0.9138247329378723,1.542857142857143
-1.3711105838828037,0.000968547449470196,-0.9535488003029006,0.9996210590859014,0.000968547449470196,-1.3711105838828037,0.9996210590859014,-0.9535488003029006,1.5448979591836736
-1.4586364120598587,0.0009668778688628095,-0.9931795105541182,0.9996226677946182,0.0009668778688628095,-1.4586364120598587,0.9996226677946182,-0.9931795105541182,1.546938775510204
-1.5464596236336905,0.0009671453407698713,-1.032708758347605,0.9996251744345643,0.0009671453407698713,-1.5464596236336905,0.9996251744345643,-1.032708758347605,1.5489795918367348
-1.632830049835816,0.000966073328773025,-1.0721438734712958,0.9996288355153516,0.000966073328773025,-1.632830049835816,0.9996288355153516,-1.0721438734712958,1.5510204081632653
-1.718645493380126,0.0009643017390361418,-1.1114742253521577,0.999629910146662,0.0009643017390361418,-1.718645493380126,0.999629910146662,-1.1114742253521577,1.5530612244897959
-1.8034782455140335,0.0009626813404392147,-1.1507107430681895,0.9996336591568269,0.0009626813404392147,-1.8034782455140335,0.9996336591568269,-1.1507107430681895,1.5551020408163265
-1.8869866956513395,0.0009610891465600691,-1.1898509929020462,0.9996346841868238,0.0009610891465600691,-1.8869866956513395,0.9996346841868238,-1.1898509929020462,1.5571428571428572
-1.9707913011934843,0.0009594838221018526,-1.2288919803795113,0.9996389377889815,0.0009594838221018526,-1.9707913011934843,0.9996389377889815,-1.2288919803795113,1.5591836734693876
-2.0529972877178526,0.0009587829505963855,-1.2678382990743413,0.9996401346222431,0.0009587829505963855,-2.0529972877178526,0.9996401346222431,-1.2678382990743413,1.5612244897959184
-2.136319551778779,0.0009562753146641654,-1.3066875280704935,0.9996409932393641,0.0009562753146641654,-2.136319551778779,0.9996409932393641,-1.3066875280704935,1.563265306122449
-2.217725103156942,0.0009521409739227245,-1.3454425959247185,0.9996462502950492,0.0009521409739227245,-2.217725103156942,0.9996462502950492,-1.3454425959247185,1.5653061224489797
-2.2974951606702514,0.0009483571033422705,-1.3840996566915158,0.9996485104876193,0.0009483571033422705,-2.2974951606702514,0.9996485104876193,-1.3840996566915158,1.5673469387755101
-2.377531127515298,0.0009451065827638908,-1.4226657476633013,0.9996509439691351,0.0009451065827638908,-2.377531127515298,0.9996509439691351,-1.4226657476633013,1.569387755102041
-2.4563744296948014,0.0009410798945181342,-1.4611352582045503,0.9996543311207571,0.0009410798945181342,-2.4563744296948014,0.9996543311207571,-1.4611352582045503,1.5714285714285714
-2.5356726847217,0.0009369297617867702,-1.4995093557341392,0.9996576902489467,0.0009369297617867702,-2.5356726847217,0.9996576902489467,-1.4995093557341392,1.573469387755102
-2.614374820664145,0.0009306746515885487,-1.537790104334576,0.9996597741553049,0.0009306746515885487,-2.614374820664145,0.9996597741553049,-1.537790104334576,1.5755102040816327
-2.691716643833512,0.0009237124756653204,-1.5759758811958453,0.9996627953469026,0.0009237124756653204,-2.691716643833512,0.9996627953469026,-1.5759758811958453,1.577551020408163
-2.76792064094292,0.0009180887393840537,-1.6140695392473643,0.9996659394907829,0.0009180887393840537,-2.76792064094292,0.9996659394907829,-1.6140695392473643,1.579591836734694
-2.8449928057641047,0.0009100709189477081,-1.6520697945863556,0.9996694887471218,0.0009100709189477081,-2.8449928057641047,0.9996694887471218,-1.6520697945863556,1.5816326530612246
-2.921129269290722,0.0009018417751613431,-1.6899783180230121,0.9996719089474642,0.0009018417751613431,-2.921129269290722,0.9996719089474642,-1.6899783180230121,1.5836734693877552
-2.9961702096569516,0.0008940957480976567,-1.727793357811511,0.9996757160778008,0.0008940957480976567,-2.9961702096569516,0.9996757160778008,-1.727793357811511,1.5857142857142859
-3.0714420859652094,0.0008849170871259696,-1.76551626917079,0.9996774030556006,0.0008849170871259696,-3.0714420859652094,0.9996774030556006,-1.76551626917079,1.5877551020408165
-3.145576163400742,0.0008743082727329117,-1.8031473535826907,0.9996812694537592,0.0008743082727329117,-3.145576163400742,0.9996812694537592,-1.8031473535826907,1.5897959183673471
-3.2207550460247316,0.0008635771181050002,-1.8406873057203605,0.9996846148363843,0.0008635771181050002,-3.2207550460247316,0.9996846148363843,-1.8406873057203605,1.5918367346938775
-3.294291345046467,0.0008516550493618415,-1.8781342487245118,0.9996874385514907,0.0008516550493618415,-3.294291345046467,0.9996874385514907,-1.8781342487245118,1.593877551020408
-3.3677581666084206,0.0008417374852462303,-1.9154957437914162,0.9996906723133717,0.0008417374852462303,-3.3677581666084206,0.9996906723133717,-1.9154957437914162,1.5959183673469388
-3.4424965071519686,0.0008288185106917273,-1.9527608366478588,0.9996927672282272,0.0008288185106917273,-3.4424965071519686,0.9996927672282272,-1.9527608366478588,1.5979591836734695
-3.5144479421491424,0.0008158485879645885,-1.9899384350939902,0.999697537579609,0.0008158485879645885,-3.5144479421491424,0.999697537579609,-1.9899384350939902,1.6
