s11a,s11m,s13a,s13m,s14a,s14m,s12a,s12m,s31a,s31m,s33a,s33m,s34a,s34m,s32a,s32m,s41a,s41m,s43a,s43m,s44a,s44m,s42a,s42m,s21a,s21m,s23a,s23m,s24a,s24m,s22a,s22m,wavelengths,freqs
-5.770703902629215,0.12347826339500695,-4.614147757259802,0.35227658720096267,-6.942408014586325,0.024872106959531865,-6.942598975171807,0.031710641214789365,-4.617858458756871,0.35626538682585734,-5.819997235127458,0.16658332833079417,-6.9077166876210985,0.030562728715285148,-6.907938755827253,0.03897061008215488,-6.944259901959358,0.02488685933586483,-6.908914876645284,0.03030565179431045,-5.7597865843629865,0.0893032183620521,-4.612706502449901,0.35054598394050496,-6.94326850457206,0.03208723207202355,-6.907917951496818,0.03907381047498197,-4.6110310336918,0.35434006571060167,-5.820919618807021,0.1665713123436282,1.5408163265306123,0.6490066225165563
-6.110248674425381,0.12056387395971142,-4.7624012699674445,0.349699106047377,-7.19995628450226,0.024168847481637834,-7.20016043208262,0.030790575089935497,-4.7662305629404305,0.353583970748079,-6.121376145936685,0.16349188772054934,-7.163055368584641,0.029824993128600166,-7.163287913889192,0.03800111002886022,-7.201389148989571,0.024179557874733748,-7.1636194309262775,0.029570412902397876,-6.100045802580038,0.08637212191523094,-4.759943092794151,0.34836884021891557,-7.201014914592891,0.031153704421676177,-7.163245964466176,0.03809966133288969,-4.75887266940301,0.35218724735610923,-6.122200382178536,0.16348074153147651,1.542857142857143,0.6481481481481481
-6.4546783730079405,0.12021335290562558,-4.908371232505206,0.34747564973732264,-7.462177826919708,0.023270175421080792,-7.462394131788526,0.029623199135786187,-4.9122792040946965,0.35126778843580164,-6.425421607256437,0.1625265761952398,-7.423599085786284,0.028830879701261643,-7.42384063389299,0.036706773049745414,-7.4631275644192225,0.023281706028061275,-7.423509080690334,0.02858452605889712,-6.447020325646515,0.08600405772821128,-4.905224907279685,0.346555394336736,-7.463342817378325,0.029971767647227407,-7.423729730936825,0.036798312062138946,-4.904777856507421,0.35034424168807937,-6.426132151537607,0.16252551238352286,1.5448979591836736,0.6472919418758256
-6.795404440848441,0.12235256519227836,-5.052985211506751,0.3458153317780424,-7.726004149554051,0.0221479783464606,-7.726230716537451,0.028173297231809422,-5.056945683155181,0.3495309888638771,-6.728127760391344,0.16363326739716522,-7.686220575938742,0.02754639547422999,-7.686469070646433,0.03504506711759456,-7.726468605867327,0.022165227767680578,-7.6854871037498995,0.02731421420309691,-6.788694200662854,0.08816179557283488,-5.049409798647219,0.3452943644197773,-7.727259461592741,0.02850719500767665,-7.686275790903733,0.03512923611963607,-5.049549673392265,0.34900336329616105,-6.728744718593204,0.16364754262520537,1.5469387755102042,0.646437994722955
-7.12469342661955,0.12652019019443997,-5.19734114676471,0.344696439097938,-7.987674952773725,0.020838140792881224,-7.987909354090684,0.02648710889843571,-5.201343517623144,0.34835264462422433,-7.025314867631623,0.16648275175430255,-7.947170221277863,0.026015372671501134,-7.947423356800304,0.03307252118337268,-7.98773507170876,0.020865098199071196,-7.945855847908049,0.025802374398506037,-7.114680616107161,0.09240787943030684,-5.193527918667963,0.34456013560963156,-7.989061637519964,0.026805066070389287,-7.94717724094794,0.033148000026541224,-5.194182293618271,0.34814773283953265,-7.025856264566015,0.16651133591036654,1.5489795918367348,0.6455862977602107
-7.4376021027662915,0.13200151088106427,-5.342281869803028,0.34388877874837986,-8.244241452914583,0.01941687702621244,-8.244480613703987,0.024661954586206188,-5.346332325844596,0.34749925253703423,-7.313451125358684,0.17056305318189277,-8.203546613310044,0.024331521091111814,-8.203801775908408,0.03090884266057352,-8.24404735409187,0.01945578283227378,-8.201760763644742,0.024140518495646357,-7.4191947058169445,0.09805949203729922,-5.338386885509273,0.3441297791289318,-8.245774881605325,0.024962996744237843,-8.20349166507351,0.030973966016508567,-5.339455612606024,0.3475576859592078,-7.313915628185871,0.17060528082139692,1.5510204081632653,0.6447368421052632
-7.732292879048134,0.13800776454994532,-5.48814855577161,0.3430511436916931,-8.49414644326705,0.017966211192669983,-8.494386702303832,0.022802247297270973,-5.492269545900154,0.3466229082630615,-7.590210774970632,0.17529647649954283,-8.453860954968013,0.022596125871472104,-8.454115098349387,0.02868300691806253,-8.493896826509374,0.018017653658420486,-8.451739801445477,0.022427774782602466,-7.701023746271295,0.10438797867450028,-5.48432281962386,0.3436658194720901,-8.495863124230436,0.0230874429639572,-8.453711172669454,0.028738365677002064,-5.485667094594031,0.34690261626471514,-7.590614476446284,0.17535444060797256,1.5530612244897959,0.6438896189224704
-8.00926500353076,0.1438186738314301,-5.634743668412807,0.34182659999404297,-8.737097824810725,0.01655169337141294,-8.737335489424707,0.02099119069296956,-5.638970439268486,0.34535720698652894,-7.854654327564362,0.1801380810362755,-8.697890204591943,0.020890360471902146,-8.698140259528477,0.02649809696263324,-8.73703283441838,0.016614823276186935,-8.695595210823196,0.02074368252852968,-7.961877436702004,0.11075421070761143,-5.63113779311481,0.34281153664178937,-8.739117134596647,0.021261624684530172,-8.697674933905137,0.026545099075136046,-5.632600410654744,0.34584123375129666,-7.8550320207057895,0.18021076576283096,1.5551020408163265,0.6430446194225722
-8.27037634276272,0.14885122626449537,-5.781372537304878,0.3399148979332091,-8.97365652011659,0.01521519316095968,-8.973887708807148,0.0192817248658574,-5.785744637006558,0.3433907518684609,-8.107097245549815,0.18462369197533113,-8.936248263192233,0.01926621432742842,-8.936491019560881,0.024419895188269872,-8.97403387479429,0.01528787813954072,-8.933960396432688,0.019138866054372723,-8.204783571190402,0.11665875673291105,-5.778149169547696,0.3412664509255879,-8.976102854416538,0.019537078183995266,-8.936024076302761,0.024458560427533745,-5.779581066798838,0.3440863376377471,-8.107468361125193,0.18470769290309494,1.5571428571428572,0.6422018348623854
-8.518120286615897,0.15266709389913982,-5.926909507193726,0.3371366737471476,-9.204802727303182,0.013977777414683696,-9.205023548103336,0.01770029790242651,-5.931458157866084,0.3405338203909327,-8.348810851260957,0.1883686416505623,-9.169933443464625,0.01774995248436113,-9.170165540265831,0.022481421199416252,-9.205858571591918,0.014057101571308102,-9.167827038392566,0.017638691999224226,-8.433159638528892,0.12173231564819133,-5.9242573550785504,0.3388472965927628,-9.207736334069855,0.01794037507625334,-9.169710901088456,0.022511506001067966,-5.925517284884569,0.34146511818780323,-8.349189218496807,0.1884634728150991,1.5591836734693878,0.6413612565445026
