s11a,s11m,s21a,s21m,s31a,s31m,s41a,s41m,wavelengths,s12a,s12m,s22a,s22m,s32a,s32m,s42a,s42m,s13a,s13m,s23a,s23m,s33a,s33m,s43a,s43m,s14a,s14m,s24a,s24m,s34a,s34m,s44a,s44m
-1.0127648317199949,0.024363992526230834,-1.220989954354424,0.05217077274259679,-0.7820488508266497,0.24682584152538728,-0.9677857475945463,0.25165414326089824,1.5244897959183674,-1.220989601450147,0.0521710642113979,-1.0128972869155024,0.02436332139587649,-0.9677825923443621,0.25165534454267807,-0.7820481066060627,0.24682679573886787,-0.7901956514861834,0.24479424258751908,-0.9762452431216924,0.24959993735123828,-0.9880579334420453,0.028031072069393915,2.217413328274384,0.03526242827077817,-0.9762491860345769,0.24959883248457562,-0.7901971818791592,0.24479340606514313,2.2174106478724913,0.035262161451928384,-0.9879404836284357,0.028031012153327105
-1.0141500273642363,0.02433911518352854,-1.2220432161040522,0.052234055887946,-0.9844416490531248,0.24671307885226573,-1.1699370927206374,0.25152734163718127,1.5265306122448983,-1.2220421861435953,0.05223422379443228,-1.0142841476019315,0.02433825515302542,-1.1699340894788974,0.2515285189407333,-0.9844406437107919,0.2467139943149183,-0.9925769057602298,0.24468281708753087,-1.1783851741795626,0.24947456645234176,-0.9898298598015525,0.0280220462329766,2.2223408155439053,0.03522012159237212,-1.1783889623660826,0.24947347575140355,-0.9925787040040763,0.2446820026398131,2.222339502802592,0.03522006567191108,-0.9897107688755917,0.02802220371851653
-1.0155100843130516,0.02431352983104631,-1.223112992558106,0.05229355330034128,-1.1862760145060338,0.2466003336795021,-1.3715323398928823,0.25140093982543416,1.5285714285714287,-1.223112338018016,0.0522937558998826,-1.0156412452709664,0.02431260829137622,-1.3715293772990218,0.2514021192714633,-1.1862752496418807,0.2466012530527064,-1.1944002902017996,0.24457152732405793,-1.3799689514637086,0.2493496957303713,-0.9915905875772361,0.028011743845769998,2.2273045793047617,0.03518091458416335,-1.3799727041716858,0.24934858317199804,-1.1944018508759306,0.24457069041814525,2.2273029410684853,0.03518079349610892,-0.9914728043681804,0.028011975971766075
-1.0168917462528952,0.024286205717998745,-1.2241963693664193,0.052349638264198,-1.3875768294511914,0.24648838841047266,-1.5725946296823767,0.2512751404421327,1.530612244897959,-1.2241959848635726,0.05234983177331764,-1.017019933782092,0.024285198288251188,-1.5725917259000652,0.25127632686266177,-1.3875761970493266,0.2464893107298688,-1.39569019157755,0.24446104328811527,-1.581020006779792,0.2492254488437952,-0.9933703446473741,0.02799912222130987,2.2322931975885063,0.03514530005064134,-1.5810237014450212,0.24922432496290778,-1.3956916283825027,0.2444602009069049,2.2322916563767063,0.03514518029598928,-0.9932546176114061,0.027999442289211644
-1.01815424869676,0.024259830393399708,-1.2252841609061902,0.052403426970996925,-1.5883354967170698,0.24637550804544553,-1.7731157398293846,0.2511485549154847,1.5326530612244897,-1.2252837892113129,0.05240362601212045,-1.0182799148052988,0.024258732501075544,-1.7731128997154002,0.2511497423627215,-1.5883349871116887,0.24637642924989,-1.5964379854534936,0.24434972202734856,-1.7815299018507125,0.24910050811052534,-0.995044412901578,0.027986910129375,2.237291203301248,0.03511382553684253,-1.7815335317397696,0.24909937415775624,-1.5964392875227953,0.24434887617183945,2.2372898350390207,0.03511370117645286,-0.9949306402575694,0.027987323547795522
-1.0193049499263243,0.024235019143196992,-1.226372576379308,0.0524550244618249,-1.7885613803304687,0.24626288150274736,-1.973103099842672,0.2510225618593932,1.5346938775510204,-1.226372123838624,0.052455174586129166,-1.0194298961218096,0.02423379456718167,-1.9731003541180236,0.25102374172423036,-1.7885608822339536,0.24626378427106427,-1.7966529679008112,0.24423864842471035,-1.9815061456305545,0.2489761605873302,-0.9966116084430738,0.027975855636086778,2.2422907196203727,0.0350859574368562,-1.9815096971916286,0.24897502857606543,-1.7966542564022359,0.24423781216917703,2.2422896737349136,0.035085895740358676,-0.9964981852479141,0.027976397929365474
-1.0204864135161285,0.02420932322642692,-1.2274515379973756,0.05250389601876351,-1.9882389422125024,0.24615027856414823,-2.1725453596201016,0.25089633268361095,1.536734693877551,-1.2274511364438792,0.052504034544788476,-1.0206075067432767,0.024208024469865714,-2.1725426756797686,0.25089750468858996,-1.9882385124598696,0.2461511689286221,-1.9963198288921167,0.24412765273924308,-2.1809374385175895,0.24885162691092816,-0.9981932684319001,0.027963608913050834,2.2472756648705405,0.03506047773638504,-2.1809409064141403,0.24885049262965322,-1.9963210501576945,0.2441268197250907,2.2472750064935396,0.035060443009283564,-0.9980814079544946,0.02796425738783862
-1.0216706635239865,0.02418433541973803,-1.228532350028277,0.05255158866408629,-2.1874038750098,0.24603811339389367,-2.3714728948223125,0.25077071562587605,1.5387755102040817,-1.2285324682585288,0.0525518084065415,-1.0217880056016946,0.02418300033525856,-2.3714702048148486,0.25077190432804,-2.18740384029248,0.24603902355871107,-2.195474470824447,0.24401718900483854,-2.3798540153692365,0.2487277931883089,-0.9997614716891987,0.02795199405688745,2.2522539136632274,0.0350384297742194,-2.379857492229169,0.2487266403319426,-2.195475324137731,0.2440163359987349,2.2522528614618045,0.03503824787107574,-0.9996522604379008,0.027952679357685088
-1.0228098681695774,0.024160960381162402,-1.2296116823156549,0.05259802436780129,-2.3860279090502674,0.2459262301444431,-2.5698605814403033,0.2506453116157964,1.5408163265306123,-1.2296112899664202,0.0525981189831979,-1.0229243322533288,0.024159508624120102,-2.569858017056255,0.2506464768501591,-2.3860276150536555,0.24592710484258945,-2.3940877019806965,0.24390700374212446,-2.578230997145619,0.24860419149808388,-1.0012764860771275,0.027942084175433025,2.2572192057127416,0.035018059154696704,-2.5782343333223148,0.2486030516652191,-2.3940887765019254,0.24390618558597085,2.2572189504466253,0.03501808337521071,-1.0011695284805837,0.027942900214150256
-1.0240291792073417,0.024135366075672567,-1.230690527152739,0.052642553422051555,-2.5841241463032802,0.24581350599837756,-2.767724254362448,0.2505193704422521,1.542857142857143,-1.2306909449256243,0.05264279475151686,-1.0241406720006723,0.024133898574389995,-2.767721649831046,0.25052057114312665,-2.584124394768798,0.24581441247573008,-2.5921739691227628,0.24379607800261094,-2.7760838469999163,0.2484801269833161,-1.0028525516151787,0.027930302858443622,2.2621803088471384,0.034999133306391275,-2.776087231786692,0.24847895491224645,-2.5921745151495004,0.24379521734040824,2.26217930513092,0.034998919838163674,-1.0027476610342156,0.02793113876425032
