wavelengths,s11a,s22a,s11m,s22m,s12a,s21a,s12m,s21m
1.5,-1.4074765734559838,-1.4074765734559838,0.005020698646072369,0.005020698646072369,0.9916437772558867,0.9916437772558867,0.0004948633250104731,0.0004948633250104731
1.5020408163265306,-2.119370563698641,-2.119370563698641,0.0038597822918209706,0.0038597822918209706,0.1629261625576257,0.1629261625576257,0.0006275582685818341,0.0006275582685818341
1.5040816326530613,-2.897687832897886,-2.897687832897886,0.003056541269380667,0.003056541269380667,-0.6671243695926348,-0.6671243695926348,0.000749978478417258,0.000749978478417258
1.506122448979592,-3.2204302480535785,-3.2204302480535785,0.0028106090525567024,0.0028106090525567024,-1.474054219143661,-1.474054219143661,0.000851816307281351,0.000851816307281351
1.5081632653061225,-3.742473820320258,-3.742473820320258,0.00246966538793839,0.00246966538793839,-2.238562495023899,-2.238562495023899,0.0009282995840161791,0.0009282995840161791
1.510204081632653,-4.144847312439007,-4.144847312439007,0.0021935737462348342,0.0021935737462348342,-2.9458564301216756,-2.9458564301216756,0.0009867184856831791,0.0009867184856831791
1.5122448979591836,-4.696236340198785,-4.696236340198785,0.0018168494787393606,0.0018168494787393606,-3.586573833948866,-3.586573833948866,0.0010491101183002056,0.0010491101183002056
1.5142857142857142,-5.988737659449191,-5.988737659449191,0.0013933571305334374,0.0013933571305334374,-4.176937428064051,-4.176937428064051,0.001155331520752179,0.001155331520752179
1.5163265306122449,-6.284927209240398,-6.284927209240398,0.0015071903105920955,0.0015071903105920955,-4.753751051503364,-4.753751051503364,0.001336114900309293,0.001336114900309293
1.5183673469387755,-7.599344494273405,-7.599344494273405,0.0013565288536766676,0.0013565288536766676,-5.352480214067575,-5.352480214067575,0.0015956265579262071,0.0015956265579262071
1.5204081632653061,-8.2810844953567,-8.2810844953567,0.0016396300210141735,0.0016396300210141735,-5.979651233996927,-5.979651233996927,0.0019064132982682363,0.0019064132982682363
1.5224489795918368,-8.64009637207985,-8.64009637207985,0.001014688265165766,0.001014688265165766,-6.624997767698957,-6.624997767698957,0.002232132626216787,0.002232132626216787
1.5244897959183674,-9.309578060421607,-9.309578060421607,0.0009188131437107833,0.0009188131437107833,-7.272331979325528,-7.272331979325528,0.002542983290453779,0.002542983290453779
1.5265306122448983,-9.779133843965981,-9.779133843965981,0.0007880275387992711,0.0007880275387992711,-7.907728098318837,-7.907728098318837,0.002822689618826168,0.002822689618826168
1.5285714285714287,-10.383112268751415,-10.383112268751415,0.0007671773950060694,0.0007671773950060694,-8.519199283998265,-8.519199283998265,0.0030814561218681143,0.0030814561218681143
1.530612244897959,-11.468253216637283,-11.468253216637283,0.0005717515510665473,0.0005717515510665473,-9.103718788795241,-9.103718788795241,0.0033537983419286025,0.0033537983419286025
1.5326530612244897,-11.874584190540434,-11.874584190540434,0.0005338007882819756,0.0005338007882819756,-9.666067821383223,-9.666067821383223,0.003691042317684762,0.003691042317684762
1.5346938775510204,-12.969206124792281,-12.969206124792281,0.0004409281821610621,0.0004409281821610621,-10.220641099125793,-10.220641099125793,0.0041341801944870995,0.0041341801944870995
1.536734693877551,-13.573463740722072,-13.573463740722072,0.00044742126255203755,0.00044742126255203755,-10.779650669272588,-10.779650669272588,0.004694650614557833,0.004694650614557833
1.5387755102040817,-14.601338155308941,-14.601338155308941,0.00035255351178307113,0.00035255351178307113,-11.349924181093701,-11.349924181093701,0.005351643287595692,0.005351643287595692
1.5408163265306123,-15.275549045628438,-15.275549045628438,0.0005039601902968941,0.0005039601902968941,-11.929327086428739,-11.929327086428739,0.006064306570211519,0.006064306570211519
1.542857142857143,-15.731556306174387,-15.731556306174387,0.00038625819047010383,0.00038625819047010383,-12.51182270349587,-12.51182270349587,0.006798072386790204,0.006798072386790204
1.5448979591836736,-16.339119762588417,-16.339119762588417,0.00043112850827257233,0.00043112850827257233,-13.090090504471894,-13.090090504471894,0.007536857223766927,0.007536857223766927
1.546938775510204,-16.820958283718408,-16.820958283718408,0.0003789846455272472,0.0003789846455272472,-13.659540366502306,-13.659540366502306,0.008299167362312294,0.008299167362312294
1.5489795918367348,-17.573868912403235,-17.573868912403235,0.0003604271992335759,0.0003604271992335759,-14.21876583390058,-14.21876583390058,0.00912914474702057,0.00912914474702057
1.5510204081632653,-18.481874703378043,-18.481874703378043,0.00020174062464058205,0.00020174062464058205,-14.770765567225414,-14.770765567225414,0.010083779037012654,0.010083779037012654
1.5530612244897959,-18.451183796965573,-18.451183796965573,0.00012631529559005162,0.00012631529559005162,-15.320479083886061,-15.320479083886061,0.011207948241007765,0.011207948241007765
1.5551020408163265,-20.196132287551986,-20.196132287551986,8.510816304677148e-05,8.510816304677148e-05,-15.872944886544609,-15.872944886544609,0.01251257867280184,0.01251257867280184
1.5571428571428572,-20.983304125089408,-20.983304125089408,0.00010538952134130104,0.00010538952134130104,-16.430589222834808,-16.430589222834808,0.013977032801195775,0.013977032801195775
1.5591836734693876,-21.745304365005058,-21.745304365005058,0.00015036876551803176,0.00015036876551803176,-16.992683668377605,-16.992683668377605,0.015555883054132035,0.015555883054132035
1.5612244897959184,-22.434886187740112,-22.434886187740112,0.0002128773920949683,0.0002128773920949683,-17.556716555911645,-17.556716555911645,0.017211936765661476,0.017211936765661476
1.563265306122449,-22.818237319569793,-22.818237319569793,0.0001896193398272017,0.0001896193398272017,-18.119584546601764,-18.119584546601764,0.01892391940214892,0.01892391940214892
1.5653061224489797,-23.130510183053,-23.130510183053,0.00022486347568374042,0.00022486347568374042,-18.67877731619075,-18.67877731619075,0.020705768297959674,0.020705768297959674
