wavelengths,s11a,s22a,s11m,s22m,s12a,s21a,s12m,s21m
1.2,-1.3851902689765916,-1.3851902689765916,0.007217466546792912,0.007217466546792912,-1.1156148186561763,-1.1156148186561763,0.0015265017324896598,0.0015265017324896598
1.2023529411764706,-2.2890632845334715,-2.2890632845334715,0.017435477227105436,0.017435477227105436,-1.8684867060815336,-1.8684867060815336,0.0016002493241713102,0.0016002493241713102
1.204705882352941,-1.24475380820703,-1.24475380820703,0.003995110181343407,0.003995110181343407,-2.6307419623303048,-2.6307419623303048,0.0016403059396196584,0.0016403059396196584
1.2070588235294117,-1.6494989315626194,-1.6494989315626194,0.003658678549523872,0.003658678549523872,-3.40322322208691,-3.40322322208691,0.0016915646619548995,0.0016915646619548995
1.2094117647058824,-2.5609553243059238,-2.5609553243059238,0.017341641331400058,0.017341641331400058,-4.176490382667781,-4.176490382667781,0.0016764570114621157,0.0016764570114621157
1.2117647058823529,-1.1389216021648305,-1.1389216021648305,0.009768016903135173,0.009768016903135173,-4.934844459009329,-4.934844459009329,0.001728096426855642,0.001728096426855642
1.2141176470588235,-1.0252449582189342,-1.0252449582189342,0.006791945948921097,0.006791945948921097,-5.726060405386852,-5.726060405386852,0.0017092540112352485,0.0017092540112352485
1.216470588235294,-1.5968654015428736,-1.5968654015428736,0.011014376592217547,0.011014376592217547,-6.4727295528801445,-6.4727295528801445,0.001695660759306557,0.001695660759306557
1.2188235294117646,-2.519735763622652,-2.519735763622652,0.013273742313882968,0.013273742313882968,-7.225098231672669,-7.225098231672669,0.0016826400323597963,0.0016826400323597963
1.2211764705882353,-1.785061203181267,-1.785061203181267,0.0036789925595681326,0.0036789925595681326,-7.946286515926004,-7.946286515926004,0.0017078229959783325,0.0017078229959783325
1.2235294117647058,-1.6011316060255019,-1.6011316060255019,0.007494189446331813,0.007494189446331813,-8.693438765741142,-8.693438765741142,0.001837297794549344,0.001837297794549344
1.2258823529411764,-1.5497131733351557,-1.5497131733351557,0.0028779683658660842,0.0028779683658660842,-9.468092737060728,-9.468092737060728,0.0019422440327594636,0.0019422440327594636
1.228235294117647,-1.6398079484542314,-1.6398079484542314,0.0048008729499311896,0.0048008729499311896,-10.257193290447132,-10.257193290447132,0.002069682414199335,0.002069682414199335
1.2305882352941175,-1.9182556387915324,-1.9182556387915324,0.0013748349494077277,0.0013748349494077277,-11.064059977522506,-11.064059977522506,0.0021581794554370384,0.0021581794554370384
1.2329411764705882,-1.9602030583430525,-1.9602030583430525,0.004458862277867373,0.004458862277867373,-11.860485238151808,-11.860485238151808,0.00220136215281393,0.00220136215281393
1.2352941176470589,-1.9913830077157475,-1.9913830077157475,0.0047774847665325694,0.0047774847665325694,-12.652060022052392,-12.652060022052392,0.0022192342109508597,0.0022192342109508597
1.2376470588235293,-1.998727736608787,-1.998727736608787,0.005609694722788879,0.005609694722788879,-13.412279541425015,-13.412279541425015,0.0021863913534541143,0.0021863913534541143
1.24,-1.9017944037824286,-1.9017944037824286,0.005728776179115709,0.005728776179115709,-14.149637019107557,-14.149637019107557,0.0021953249829412555,0.0021953249829412555
1.2423529411764704,-2.325233080619731,-2.325233080619731,0.005637770084067373,0.005637770084067373,-14.869199973329778,-14.869199973329778,0.0021817500991792556,0.0021817500991792556
1.244705882352941,-2.835964242216908,-2.835964242216908,0.0024382887344924584,0.0024382887344924584,-15.567200089550116,-15.567200089550116,0.0022048465931561677,0.0022048465931561677
1.2470588235294118,-2.0983027589286545,-2.0983027589286545,0.006149421473503107,0.006149421473503107,-16.26232369827032,-16.26232369827032,0.002221745673290299,0.002221745673290299
1.2494117647058822,-2.2015243340086195,-2.2015243340086195,0.003617783012847177,0.003617783012847177,-16.920034076212115,-16.920034076212115,0.0022515345274344923,0.0022515345274344923
1.251764705882353,-1.9117533821391899,-1.9117533821391899,0.0038992617321190535,0.0038992617321190535,-17.57785232110134,-17.57785232110134,0.0023682581153943874,0.0023682581153943874
1.2541176470588236,-2.137112973708264,-2.137112973708264,0.0048040312846164114,0.0048040312846164114,-18.253578793579297,-18.253578793579297,0.002500072808003844,0.002500072808003844
1.256470588235294,-2.161312499103344,-2.161312499103344,0.004572032950218818,0.004572032950218818,-18.94673133369022,-18.94673133369022,0.002616616793058307,0.002616616793058307
1.2588235294117647,-1.8855328096857213,-1.8855328096857213,0.0041018385637209215,0.0041018385637209215,-19.642307589372706,-19.642307589372706,0.0026746519473517614,0.0026746519473517614
1.2611764705882353,-2.1325401633023504,-2.1325401633023504,0.0038163926666189047,0.0038163926666189047,-20.32397722477151,-20.32397722477151,0.0026711796834209597,0.0026711796834209597
1.2635294117647058,-2.0243783343114643,-2.0243783343114643,0.00259241355196887,0.00259241355196887,-20.987585917021217,-20.987585917021217,0.0026379242082652976,0.0026379242082652976
1.2658823529411765,-1.7518298615682584,-1.7518298615682584,0.003578365265159146,0.003578365265159146,-21.624381122570323,-21.624381122570323,0.002575983231210108,0.002575983231210108
1.268235294117647,-2.008558108558976,-2.008558108558976,0.004853642473767079,0.004853642473767079,-22.237913101472508,-22.237913101472508,0.0025399034450992986,0.0025399034450992986
1.2705882352941176,-1.831953076412494,-1.831953076412494,0.0024259915178283676,0.0024259915178283676,-22.834596879070606,-22.834596879070606,0.0025100010630520054,0.0025100010630520054
1.2729411764705882,-1.951409259772737,-1.951409259772737,0.002788397388912704,0.002788397388912704,-23.41221239422379,-23.41221239422379,0.0025409780996409758,0.0025409780996409758
