s11a,s11m,s21a,s21m,s22m,s22a,s12m,s12a,wavelengths,freqs
3.1406560601202766,0.005571084305736103,-3.0514262742304235,0.9999988280343378,0.005571084305736103,3.1406560601202766,0.9999988280343378,-3.0514262742304235,1.5,0.6666666666666666
3.1408256787133406,0.005558113936955478,-3.084385511619244,0.9999999924239616,0.005558113936955478,3.1408256787133406,0.9999999924239616,-3.084385511619244,1.5020408163265306,0.6657608695652174
3.1409975347763908,0.005545213159296588,-3.1172556781757255,1.0000011513492764,0.005545213159296588,3.1409975347763908,1.0000011513492764,-3.1172556781757255,1.5040816326530613,0.6648575305291723
3.1411715572538856,0.005532381903007234,-3.150037129877161,1.0000023035636765,0.005532381903007234,3.1411715572538856,1.0000023035636765,-3.150037129877161,1.506122448979592,0.6639566395663956
3.14134766588457,0.005519620083912645,-3.182730219685392,1.0000034474129786,0.005519620083912645,3.14134766588457,1.0000034474129786,-3.182730219685392,1.5081632653061225,0.6630581867388362
3.1415257739400833,0.005506927603468749,-3.215335297967039,1.0000045809593785,0.005506927603468749,3.1415257739400833,1.0000045809593785,-3.215335297967039,1.510204081632653,0.6621621621621622
3.1417057909639796,0.005494304351220793,-3.2478527128813366,1.0000057020961646,0.005494304351220793,3.1417057909639796,1.0000057020961646,-3.2478527128813366,1.5122448979591836,0.6612685560053981
3.1418876251591916,0.005481750209311275,-3.2802828107271242,1.0000068086541407,0.005481750209311275,3.1418876251591916,1.0000068086541407,-3.2802828107271242,1.5142857142857142,0.6603773584905661
3.142071185184246,0.005469265057854562,-3.3126259362449497,1.0000078985009413,0.005469265057854562,3.142071185184246,1.0000078985009413,-3.3126259362449497,1.5163265306122449,0.6594885598923285
3.142256381272682,0.005456848779662255,-3.3448824328736455,1.0000089696336183,0.005456848779662255,3.142256381272682,1.0000089696336183,-3.3448824328736455,1.5183673469387755,0.6586021505376344
3.142443125781891,0.00544450126295009,-3.3770526429630947,1.0000100202632294,0.00544450126295009,3.142443125781891,1.0000100202632294,-3.3770526429630947,1.5204081632653061,0.6577181208053691
3.142631333374582,0.005432222401327665,-3.4091369079454696,1.0000110488888907,0.005432222401327665,3.142631333374582,1.0000110488888907,-3.4091369079454696,1.5224489795918368,0.6568364611260054
3.14282092108928,0.005420012091145083,-3.4411355684670752,1.0000120543577993,0.005420012091145083,3.14282092108928,1.0000120543577993,-3.4411355684670752,1.5244897959183674,0.6559571619812583
3.1430118085104333,0.005407870227028052,-3.4730489644818725,1.0000130359081345,0.005407870227028052,3.1430118085104333,1.0000130359081345,-3.4730489644818725,1.526530612244898,0.6550802139037433
3.1432039181292764,0.005395796696884966,-3.5048774353071726,1.0000139931926368,0.005395796696884966,3.1432039181292764,1.0000139931926368,-3.5048774353071726,1.5285714285714287,0.6542056074766355
3.1433971758742003,0.005383791377549348,-3.5366213196414926,1.0000149262827136,0.005383791377549348,3.1433971758742003,1.0000149262827136,-3.5366213196414926,1.530612244897959,0.6533333333333333
3.143591511673096,0.0053718541320286525,-3.568280955545099,1.0000158356547804,0.0053718541320286525,3.143591511673096,1.0000158356547804,-3.568280955545099,1.5326530612244897,0.6524633821571239
3.143786859858288,0.005359984808637196,-3.59985668038521,1.0000167221621767,0.005359984808637196,3.143786859858288,1.0000167221621767,-3.59985668038521,1.5346938775510204,0.6515957446808511
3.1439831592444274,0.005348183241562619,-3.631348830749251,1.000017586996997,0.005348183241562619,3.1439831592444274,1.000017586996997,-3.631348830749251,1.536734693877551,0.650730411686587
3.144180352785536,0.005336449252181244,-3.6627577423315385,1.000018431646032,0.005336449252181244,3.144180352785536,1.000018431646032,-3.6627577423315385,1.5387755102040817,0.649867374005305
3.1443783868165585,0.005324782649980354,-3.6940837498000945,1.000019257844285,0.005324782649980354,3.1443783868165585,1.000019257844285,-3.6940837498000945,1.5408163265306123,0.6490066225165563
3.1445772099970157,0.005313183232526391,-3.725327186650575,1.0000200675279889,0.005313183232526391,3.1445772099970157,1.0000200675279889,-3.725327186650575,1.542857142857143,0.6481481481481481
3.144776772138273,0.005301650783697847,-3.756488385054396,1.0000208627878744,0.005301650783697847,3.144776772138273,1.0000208627878744,-3.756488385054396,1.5448979591836736,0.6472919418758256
3.1449770231151026,0.005290185070767357,-3.787567675706637,1.0000216458219535,0.005290185070767357,3.1449770231151026,1.0000216458219535,-3.787567675706637,1.5469387755102042,0.646437994722955
3.1451779120222545,0.005278785840576045,-3.818565387678129,1.000022418886849,0.005278785840576045,3.1451779120222545,1.000022418886849,-3.818565387678129,1.5489795918367348,0.6455862977602107
3.145379386644851,0.005267452816000634,-3.84948184827425,1.0000231842468015,0.005267452816000634,3.145379386644851,1.0000231842468015,-3.84948184827425,1.5510204081632653,0.6447368421052632
3.145581393238639,0.005256185693396024,-3.8803173829019166,1.0000239441203882,0.005256185693396024,3.145581393238639,1.0000239441203882,-3.8803173829019166,1.5530612244897959,0.6438896189224704
3.1457838764959374,0.005244984141703246,-3.9110723149453674,1.0000247006261276,0.005244984141703246,3.1457838764959374,1.0000247006261276,-3.9110723149453674,1.5551020408163265,0.6430446194225722
3.145986779573283,0.00523384780345494,-3.9417469656517112,1.0000254557294062,0.00523384780345494,3.145986779573283,1.0000254557294062,-3.9417469656517112,1.5571428571428572,0.6422018348623854
3.1461900440163046,0.005222776297325126,-3.9723416540274537,1.0000262111936324,0.005222776297325126,3.1461900440163046,1.0000262111936324,-3.9723416540274537,1.5591836734693878,0.6413612565445026
3.146393609510635,0.005211769221551499,-4.002856696748482,1.0000269685390673,0.005211769221551499,3.146393609510635,1.0000269685390673,-4.002856696748482,1.5612244897959184,0.6405228758169934
3.146597413433539,0.005200826157318423,-4.0332924080864005,1.0000277290118482,0.005200826157318423,3.146597413433539,1.0000277290118482,-4.0332924080864005,1.563265306122449,0.639686684073107
3.1468013902938763,0.005189946671624701,-4.063649099855137,1.0000284935646542,0.005189946671624701,3.1468013902938763,1.0000284935646542,-4.063649099855137,1.5653061224489797,0.6388526727509778
3.147005471171659,0.005179130318675903,-4.093927081380821,1.0000292628493344,0.005179130318675903,3.147005471171659,1.0000292628493344,-4.093927081380821,1.5673469387755103,0.6380208333333333
3.147209583358349,0.005168376640297,-4.124126659497701,1.0000300372201276,0.005168376640297,3.147209583358349,1.0000300372201276,-4.124126659497701,1.569387755102041,0.6371911573472041
3.147413650289596,0.005157685165447346,-4.154248138571328,1.0000308167452492,0.005157685165447346,3.147413650289596,1.0000308167452492,-4.154248138571328,1.5714285714285714,0.6363636363636364
3.147617591877336,0.005147055409531766,-4.184291820548152,1.0000316012246442,0.005147055409531766,3.147617591877336,1.0000316012246442,-4.184291820548152,1.573469387755102,0.6355382619974059
3.147821325207929,0.0051364868745979245,-4.214258005029954,1.0000323902113553,0.0051364868745979245,3.147821325207929,1.0000323902113553,-4.214258005029954,1.5755102040816327,0.6347150259067358
3.1480247655370497,0.0051259790504332905,-4.244146989369468,1.0000331830356877,0.0051259790504332905,3.1480247655370497,1.0000331830356877,-4.244146989369468,1.5775510204081633,0.6338939197930142
3.148227827403716,0.005115531417462113,-4.273959068783785,1.0000339788316122,0.005115531417462113,3.148227827403716,1.0000339788316122,-4.273959068783785,1.579591836734694,0.6330749354005167
3.1484304257372404,0.005105143450860972,-4.303694536481751,1.0000347765665956,0.005105143450860972,3.1484304257372404,1.0000347765665956,-4.303694536481751,1.5816326530612246,0.632258064516129
3.148632476787807,0.005094814625538826,-4.333353683802584,1.0000355750761054,0.005094814625538826,3.148632476787807,1.0000355750761054,-4.333353683802584,1.5836734693877552,0.6314432989690721
3.1488338988083497,0.0050845443906913,-4.362936800364847,1.0000363731043904,0.0050845443906913,3.1488338988083497,1.0000363731043904,-4.362936800364847,1.5857142857142859,0.6306306306306306
3.1490346127216293,0.00507433229627765,-4.392444174217683,1.0000371693534065,0.00507433229627765,3.1490346127216293,1.0000371693534065,-4.392444174217683,1.5877551020408165,0.6298200514138816
3.1492345422516776,0.005064177811682183,-4.421876092011115,1.000037962536858,0.005064177811682183,3.1492345422516776,1.000037962536858,-4.421876092011115,1.5897959183673471,0.6290115532734274
3.1494336144936117,0.005054080449851626,-4.451232839161485,1.000038751441662,0.005054080449851626,3.1494336144936117,1.000038751441662,-4.451232839161485,1.5918367346938775,0.6282051282051282
3.149631760416958,0.005044039736297476,-4.480514700028178,1.0000395349904883,0.005044039736297476,3.149631760416958,1.0000395349904883,-4.480514700028178,1.5938775510204082,0.6274007682458387
