s12a,s12m,s22a,s22m,wavelengths,s11a,s11m,s21a,s21m
-0.2535073442303296,1.0004836513561663,-5.565540869129272,0.007437071676339416,1.5673469387755101,-5.909938855227752,0.0005052491586632349,-0.2583025681990923,0.999302830987764
-0.2947613587277163,1.0003442557952262,-5.6111974468441925,0.00782345210328186,1.569387755102041,-6.002703656400753,0.0004946132604766462,-0.29999675027532713,0.999307545014107
-0.3359659509799857,1.0001847114599192,-5.654850429205464,0.008158420137985008,1.5714285714285714,-6.098331626931345,0.0004838557597116238,-0.34157965315074185,0.9993117229977347
-0.3771171406212185,1.0000029786375324,-5.696020242613005,0.008445905363390108,1.573469387755102,-6.191586956280474,0.00047407545258318335,-0.3830558842147467,0.9993153488506156
-0.4182095582827179,0.9998150160847477,-5.736381808339539,0.008685050385698183,1.5755102040816327,-6.28596167407871,0.0004640093967651637,-0.42442602659856,0.999320706347608
-0.4592379679327754,0.999624023281777,-5.776144976260143,0.008878124287720964,1.577551020408163,-6.381414905966377,0.0004542935447698881,-0.46569026516683193,0.9993254132916615
-0.5002010336938861,0.9994327945666074,-5.8152276466033985,0.009024258990078254,1.579591836734694,-6.473742516276847,0.00044266760320810293,-0.5068470341376767,0.9993288293919569
-0.5410980604104723,0.9992496524797599,-5.855056799219038,0.00913461955597655,1.5816326530612246,-6.5724318438609295,0.0004318724964612169,-0.5479038058386404,0.9993330983637368
-0.5819197492299261,0.9990622314202651,-5.894395823930363,0.009205996318749618,1.5836734693877552,-6.671468355837732,0.0004225251339858973,-0.5888496849829906,0.9993371870246435
-0.6226616105119029,0.998883685490004,-5.934294912893212,0.009238111076437629,1.5857142857142859,-6.770486662298426,0.00041146358256452374,-0.6296932280451806,0.9993427634981246
-0.6633310887538191,0.9987112849248049,-5.974363243401783,0.009237304519300426,1.5877551020408165,-6.870046054876458,0.0004008677429918709,-0.6704316160803758,0.9993475457915375
-0.7039186778294898,0.9985513807619772,-6.014906400460226,0.009200178322937803,1.5897959183673471,-6.970605491754267,0.0003899094802711359,-0.7110659189190985,0.9993516237256866
-0.7444216829461517,0.9983989423228483,-6.0560931946696375,0.009135065113394297,1.5918367346938775,-7.072742432693332,0.0003796378137162866,-0.7515984313229516,0.9993558227053252
-0.7848446910718228,0.9982542498348915,-6.098047907068524,0.009041953149744784,1.593877551020408,-7.179659109756304,0.00036969217976052723,-0.7920263915900189,0.9993607682364817
-0.8251836295382097,0.9981206807294782,-6.140242590037838,0.008919075845821583,1.5959183673469388,-7.286870544294025,0.0003602002898924863,-0.8323530507402459,0.9993648095101222
-0.8654297559021228,0.9979972517139032,-6.183321107704441,0.008768949973474513,1.5979591836734695,-7.391981627066417,0.00034830662601558014,-0.87257343191892,0.9993694052754347
-0.9055960426125144,0.9978832291890201,-6.227709798258357,0.008595430198188819,1.6,-7.505933916330795,0.0003391446778211443,-0.9126973165160784,0.9993738164217476
