s11a,s11m,s21a,s21m,s31a,s31m,wavelengths,s12a,s12m,s22a,s22m,s32a,s32m,s13a,s13m,s23a,s23m,s33a,s33m
-0.5881781459488234,0.003937955860196748,-0.3162732192302577,0.7044964869566804,-0.3162574910054896,0.7045172331853937,1.5,-0.31651238449344643,0.7044671987280281,1.1738126484457345,0.15860970608584005,0.1386502407790225,0.15895169598485662,-0.31649666966684387,0.7044878403330099,0.13865092866798237,0.1589514904143791,1.173765451362605,0.1585825739578416
-1.1538808315874012,0.004204795174876103,-0.8741060313901773,0.7044351739771672,-0.8740915348977443,0.7044559508777846,1.5020408163265306,-0.8743421541053108,0.7043923141883235,0.5003676556675221,0.1593726419213925,-0.5373083017880742,0.159410571040951,-0.8743275991905952,0.7044129321054576,-0.5373078093719506,0.15941035469880752,0.5003124543884786,0.15934736283264275
-1.7106275810087546,0.003756712484627338,-1.43038139053971,0.7043769473496242,-1.4303682741595125,0.704397716812514,1.5040816326530613,-1.4305914126776722,0.7043284025858384,-0.16839968813313672,0.16037807239826846,-1.2128726304157276,0.15994445772418278,-1.4305783608307792,0.7043489816109828,-1.2128724168903977,0.15994424326516296,-0.16846257139618226,0.1603546386891495
-2.264514079038727,0.002670302562493563,-1.985206790591019,0.704310455417559,-1.9851951653052538,0.7043310045078919,1.506122448979592,-1.9853901170075932,0.7042659344993797,-0.8326983088933035,0.16126259509566623,-1.8881314408994683,0.16045255499878988,-1.9853784188254957,0.7042863591694912,-1.8881313907684054,0.16045237992853548,-0.832769044020391,0.161241122850455
-2.8396646596019615,0.0011882864518345372,-2.5384425296831106,0.7042373950072969,-2.5384324583066644,0.7042575176162327,1.5081632653061225,-2.5386028026991934,0.7042089624476009,-1.4935914526845955,0.16168984711070922,-2.5626521549143875,0.1608329784518884,-2.5385926215470223,0.7042289049998616,-2.562652106642956,0.1608328300315348,-1.4936703971926661,0.1616704925277287
0.08018225067169987,0.00034748530234228865,-3.0901841443351454,0.7041563427611397,-3.090175644563202,0.7041757399345373,1.510204081632653,-3.090336600088922,0.7041471270073736,-2.1530647679174675,0.16148121675867105,-3.235942979798214,0.16098918783774663,-3.0903279481687487,0.7041663295423964,-3.2359431539632233,0.16098907730551895,-2.1531534485801767,0.1614643118371877
-0.6098020411214295,0.0015376818566370676,-3.640436236399539,0.7040617285906631,-3.640428925659239,0.7040800447167725,1.5122448979591836,-3.6405929493677758,0.7040683478534738,-2.8130952544491623,0.16066906330731714,-3.907392919612712,0.16085528106853553,-3.640585594469832,0.7040865864633352,-3.9073931764106677,0.1608552057675589,-2.813194974425033,0.16065503481587765
-1.0947472366979105,0.0021316708027880778,-4.189181269078901,0.7039477186730221,-4.189174816264609,0.7039646830861791,1.5142857142857142,-4.1893478203878765,0.7039628874151012,-3.4750122297368757,0.15949233819927572,-4.576373891055898,0.16041042820301724,-4.189341266392191,0.7039797914734307,-4.576374255723136,0.16041039757577166,-3.4751232863314194,0.15948177694708182
-1.4726194743644179,0.002036399026573168,-4.736428570322746,0.7038201078439235,-4.736422468645639,0.7038356125921851,1.5163265306122449,-4.736596170794948,0.7038284743059101,-4.138845485964775,0.1583084692646426,-5.242284971957387,0.15968584300880134,-4.7365899633012205,0.7038439055521266,-5.2422854220988615,0.15968583265910202,-4.138967030443849,0.15830191288053092
-1.5563082455560018,0.001521063352762002,-5.28215668955351,0.7036750527310871,-5.282150342888598,0.7036890305908251,1.5183673469387755,-5.282317117941182,0.7036667096788296,-4.803354935993185,0.15745838723569153,-5.904818139577627,0.15876556690048074,-5.282310730633986,0.7036805460253756,-5.904818598075548,0.15876555706270393,-4.803483212156297,0.15745635730605503
-1.1876194528759525,0.0015798364663899462,-5.826413978494163,0.7035057437157611,-5.826406776270647,0.7035182918368477,1.5204081632653061,-5.8265504966983395,0.7034875754036316,-5.466171916284938,0.1571170073283396,-6.563821982262727,0.15777309753242255,-5.826543197864685,0.7035000766247433,-6.5638224388553414,0.15777308219901276,-5.466303784463813,0.157119843378381
-1.22228008086685,0.0025564695042922516,-6.369150510001905,0.7033228087455887,-6.3691419905288384,0.703334063654641,1.5224489795918368,-6.369251104219358,0.7032940292526177,-6.124844165757353,0.15724195523121018,-7.2193613717664755,0.1568440848041343,-6.369242518116839,0.7033052979289083,-7.219361797305053,0.15684407947218487,-6.1249743232910205,0.15724969251237528
-1.618027786060968,0.0034917962498176598,-6.91038371985154,0.7031226564008543,-6.910373429731431,0.7031329704733984,1.5244897959183674,-6.910441889477544,0.7030944805166429,-6.777785394588264,0.15757329677901896,-7.871835302447406,0.15609789789900613,-6.91043160468016,0.7031048162803379,-7.871835710079356,0.15609788699116117,-6.77790911221065,0.15758554975531985
-2.17104792377465,0.003868529475793342,-7.450168963265828,0.7029061765664195,-7.450156653643631,0.7029158272749868,1.5265306122448983,-7.450195425761665,0.7028909654625447,-7.424963257242572,0.15775045457823522,-8.521879382352239,0.15561433624715096,-7.450183046710492,0.7029006322213192,-8.521879665781524,0.1556143110019749,-7.425075979959037,0.15776693683980772
-2.873855882805379,0.0035633560398153855,-7.988424767052425,0.7026793255036483,-7.988410299096511,0.702688661784525,1.5285714285714287,-7.988434654665108,0.7026771884867217,-8.06771447147863,0.157454456655146,-9.170121414206179,0.15541103911304727,-7.988420142087305,0.7026864469202315,-9.17012161240783,0.15541100981144249,-8.067814404769084,0.15747459721156737
