s11a,s11m,s12a,s12m,s21a,s21m,s22a,s22m,wavelengths,freqs
2.9434473925824363,0.008939778772799398,0.4676479489655255,1.0618767598529872,0.46767494619935773,1.0618791283616869,2.778504290522242,0.0076754944279396635,1.5,0.6666666666666666
2.9308215127553896,0.00859011082514483,0.3728277432374328,1.06168138811918,0.37285383978538067,1.0616859305285982,2.7913503742673726,0.0070777132117306,1.5020408163265306,0.6657608695652174
2.925260343908741,0.008227356291422613,0.2782651595361748,1.0614870976737718,0.27828999204918514,1.0614935931275256,2.8236435664406168,0.006517936311001428,1.5040816326530613,0.6648575305291723
2.9278509584890196,0.007863957638459948,0.18395911777303986,1.0612937946639966,0.18398237558034683,1.0613019452042018,2.878242002994123,0.006029246222901463,1.506122448979592,0.6639566395663956
2.9395454519963717,0.007513799865622989,0.08990856136939858,1.0611013842099903,0.08993000078774332,1.0611108289755466,2.9558418575927217,0.00564854871605268,1.5081632653061225,0.6630581867388362
2.9609710887984644,0.007191901300747497,-0.0038875431056883585,1.060909774217055,-0.003868087774971056,1.0609201064749754,3.0528330232092387,0.005411460766341196,1.510204081632653,0.6621621621621622
2.992170300089962,0.00691375524809028,-0.09743020701433278,1.0607188789817523,-0.09741281626610068,1.0607296651399636,3.160094738790893,0.005343174778447951,1.5122448979591836,0.6612685560053981
3.0323157291093747,0.006694204298455172,-0.19072042129483757,1.0605286224450141,-0.1907050872461781,1.0605394221251554,3.264858357166075,0.0054491525072892805,1.5142857142857142,0.6603773584905661
3.0795083416527684,0.006545845119719267,-0.2837591590749955,1.0603389410059443,-0.28374578648305854,1.0603493271805666,3.3553601992611624,0.005712584316786108,1.5163265306122449,0.6594885598923285
3.130807334326475,0.006477229026127008,-0.3765473779237389,1.0601497857101523,-0.37653578914730423,1.0601593640255436,3.4246737963906315,0.006100989580109688,1.5183673469387755,0.6586021505376344
3.182588531712989,0.006491367071111013,-0.4690860232616469,1.0599611238569466,-0.46907596698795556,1.0599695501950954,3.471159822487864,0.006576497837623278,1.5204081632653061,0.6577181208053691
3.2311644717342873,0.006585141536100305,-0.5613760315696332,1.0597729398761488,-0.5613671947658352,1.0597799354153328,3.496616066777947,0.007103490652033526,1.5224489795918368,0.6568364611260054
3.2734298088203517,0.006749897622593247,-0.6534183337489452,1.0595852354908943,-0.653410356240922,1.059590598627016,3.504259544994535,0.007651894925643339,1.5244897959183674,0.6559571619812583
3.3072779766870903,0.0069729744354805065,-0.7452138584083878,1.0593980291686438,-0.7452063493775298,1.059401643828462,3.497475944501647,0.00819757771226104,1.526530612244898,0.6550802139037433
3.3316867464101274,0.007239586168295811,-0.8367635349443032,1.0592113549026583,-0.8367560905697111,1.0592131949546992,3.4792757317803464,0.00872155244229336,1.5285714285714287,0.6542056074766355
3.346546883313657,0.007534495258772219,-0.9280682962932255,1.0590252603949033,-0.9280605177386708,1.0590253900431466,3.4521505956480363,0.009208959233104106,1.530612244897959,0.6533333333333333
3.3523818047160177,0.007843192687594617,-1.0191290812572955,1.0588398047336807,-1.0191205922081326,1.0588383749573127,3.418102682842795,0.009648182938860644,1.5326530612244897,0.6524633821571239
3.3500772312291662,0.008152569100530055,-1.1099468363254192,1.0586550556748762,-1.1099372993200518,1.0586522969483643,3.378728891053299,0.010030185051868637,1.5346938775510204,0.6515957446808511
3.340676593634833,0.008451199831908458,-1.2005225169352178,1.0584710866458071,-1.2005116478073703,1.0584672983303456,3.3353106086557736,0.010348024699438239,1.536734693877551,0.650730411686587
3.3252498775940165,0.00872939100556493,-1.2908570881443688,1.0582879735964632,-1.2908446679930434,1.0582835105288895,3.288892121838313,0.010596522361262206,1.5387755102040817,0.649867374005305
3.304821466165331,0.008979102590832283,-1.3809515247033046,1.058105791825141,-1.3809374089311823,1.0581010487370472,3.2403445472900865,0.010772024646190335,1.5408163265306123,0.6490066225165563
3.280338059609929,0.009193822391483602,-1.4708068105439152,1.0579246129027589,-1.4707909346446177,1.057920007376711,3.190417029051706,0.010872238950011198,1.542857142857143,0.6481481481481481
3.2526609245715408,0.009368431589683942,-1.5604239377232116,1.0577445018126335,-1.5604063196455824,1.0577404565225017,3.1397782553975153,0.010896116537055854,1.5448979591836736,0.6472919418758256
3.222571594565053,0.009499081063827056,-1.6498039048800248,1.0575655144096814,-1.6497846439460557,1.0575624393987406,3.0890514008738617,0.010843770169357371,1.5469387755102042,0.646437994722955
3.1907843064145753,0.009583085750040786,-1.7389477152808956,1.0573876952858374,-1.7389269877775018,1.057385971011787,3.038845320478752,0.010716418081154224,1.5489795918367348,0.6455862977602107
3.157961376727362,0.00961883844101724,-1.8278563745428977,1.0572110761092746,-1.8278344262409383,1.0572110379316415,2.989784577394209,0.010516350471529445,1.5510204081632653,0.6447368421052632
3.1247295626572447,0.009605742002464243,-1.9165308881296808,1.057035674484383,-1.9165080241017496,1.0570375991905094,2.942540797254389,0.010246918384208268,1.5530612244897959,0.6438896189224704
3.0916965234101053,0.00954415838265107,-2.004972258721253,1.0568614933589928,-2.0049488309282792,1.0568655882233917,2.8978679385016695,0.00991254843358734,1.5551020408163265,0.6430446194225722
3.0594670655700726,0.009435373047568274,-2.093181483559643,1.0566885209846888,-2.093157876751378,1.0566949157387977,2.8566443160310726,0.009518790872479328,1.5571428571428572,0.6422018348623854
3.0286590861407814,0.009281574078182598,-2.1811595518699707,1.0565167314155588,-2.181136168393712,1.0565254733766656,2.8199244774527132,0.009072413539929663,1.5591836734693878,0.6413612565445026
