s11a,s11m,s21a,s21m,s22m,s22a,s12m,s12a,wavelengths
-0.5210196266526989,0.020288809294260513,-2.0393150776141384,0.9123341025940562,0.020288809294260513,-0.5210196266526989,0.9123341025940562,-2.0393150776141384,1.5224489795918368
-0.5224560695902541,0.020673924524433993,-2.0541049944862233,0.912337980822773,0.020673924524433993,-0.5224560695902541,0.912337980822773,-2.0541049944862233,1.5244897959183674
-0.5245251906930841,0.021058214558429923,-2.0688582969087355,0.9123418228425835,0.021058214558429923,-0.5245251906930841,0.9123418228425835,-2.0688582969087355,1.5265306122448983
-0.5270431878241774,0.021440700163473176,-2.0835732086588687,0.9123455358060576,0.021440700163473176,-0.5270431878241774,0.9123455358060576,-2.0835732086588687,1.5285714285714287
-0.5300347897598185,0.02182114280933916,-2.098251553604113,0.9123470854599595,0.02182114280933916,-0.5300347897598185,0.9123470854599595,-2.098251553604113,1.530612244897959
-0.5335184038530322,0.022199060644413075,-2.1128919261473813,0.9123494094906635,0.022199060644413075,-0.5335184038530322,0.9123494094906635,-2.1128919261473813,1.5326530612244897
-0.5373823866620704,0.02257482174287013,-2.1274943827111903,0.9123505938286256,0.02257482174287013,-0.5373823866620704,0.9123505938286256,-2.1274943827111903,1.5346938775510204
-0.5416738070587592,0.022947708538095857,-2.1420593449687324,0.9123504017649138,0.022947708538095857,-0.5416738070587592,0.9123504017649138,-2.1420593449687324,1.536734693877551
-0.5463130893894897,0.023317483382241287,-2.1565892641027915,0.9123509780959889,0.023317483382241287,-0.5463130893894897,0.9123509780959889,-2.1565892641027915,1.5387755102040817
-0.5512679058055624,0.023684013648192587,-2.1710807917172392,0.9123502528565783,0.023684013648192587,-0.5512679058055624,0.9123502528565783,-2.1710807917172392,1.5408163265306123
-0.5566217643167211,0.024047504119400022,-2.185536806257609,0.9123478886363288,0.024047504119400022,-0.5566217643167211,0.9123478886363288,-2.185536806257609,1.542857142857143
-0.562217046246327,0.024406420050233003,-2.1999545966990155,0.9123464997043862,0.024406420050233003,-0.562217046246327,0.9123464997043862,-2.1999545966990155,1.5448979591836736
-0.5680691064011864,0.024762605930696412,-2.214337040474724,0.9123428411753545,0.024762605930696412,-0.5680691064011864,0.9123428411753545,-2.214337040474724,1.546938775510204
-0.5742367094684738,0.02511438171269488,-2.2286833237747747,0.9123395140715633,0.02511438171269488,-0.5742367094684738,0.9123395140715633,-2.2286833237747747,1.5489795918367348
-0.5806234164139127,0.02546096368088803,-2.2429941517536536,0.9123351239842976,0.02546096368088803,-0.5806234164139127,0.9123351239842976,-2.2429941517536536,1.5510204081632653
