wavelengths,s11a,s12a,s13a,s14a,s21a,s22a,s23a,s24a,s31a,s32a,s33a,s34a,s41a,s42a,s43a,s44a,s11m,s12m,s13m,s14m,s21m,s22m,s23m,s24m,s31m,s32m,s33m,s34m,s41m,s42m,s43m,s44m
1.2468505986465381,138.51936692012404,138.75861710956033,117.68102917887988,115.19523282819749,138.75859450255362,138.52179048332837,115.19531319282923,117.68129826886447,117.68071686828435,115.19527691617027,138.5667938393391,138.8010229924263,115.19519609992507,117.68097760648304,138.80104199787712,138.56244793419015,0.06781970473143921,0.06339310980587864,0.18396664874311308,0.7178251064025603,0.06339641265565997,0.06778237449403444,0.7175333191843871,0.1841703471688779,0.1839054548704837,0.7175104562696909,0.0681671330741359,0.0632756941214836,0.7178054866240465,0.18411977328343845,0.06327631016355133,0.06841290604733494
1.2462018730489075,138.84945896823703,139.08793310984944,117.94846820490433,115.4719570519145,139.0879269025983,138.85167603065685,115.47203117330766,117.9487599808663,117.94816820663895,115.47199207907373,138.89485668770166,139.13024255252526,115.4719177739505,117.94845485419872,139.13026591526895,138.89013556178045,0.0676208144354957,0.0629506742352242,0.1843899174383863,0.7188056368330341,0.0629535810225116,0.06756575908603414,0.7185185472442619,0.18459101530275984,0.1843297546074653,0.7185014273985826,0.06800870173729791,0.0628433093417353,0.71879214680018,0.18454100885587005,0.06284401636514897,0.06823179868233455
1.2455538221528861,139.17940676815505,139.41677709438096,118.21634678178518,115.74877226350613,139.4167885285037,139.18140042347483,115.74884152097619,118.21665831854693,118.21606061183947,115.74880143967638,139.22273903232218,139.45902325043843,115.74873249278407,118.21636955920059,139.4590501472052,139.21782701588785,0.06742205696506635,0.06252957078740484,0.18495067659379844,0.7196064110287774,0.0625321367574666,0.06735097849277377,0.7193242307329603,0.18514931927126785,0.1848905683292354,0.7193123947030582,0.06781488036301156,0.06242812472019945,0.7195985352627393,0.18509880283689223,0.06242889209297102,0.06800502931968558
1.2449064449064446,139.5093639206214,139.74519213224568,118.48474558479359,116.02564532154564,139.74522140465945,139.51112396776873,116.02571105590658,118.48507422823461,118.48447315818184,116.02567120555076,139.55076334485324,139.78741816640124,116.02560646493714,118.48480095079184,139.78744764858354,139.54587099394524,0.0672268715994731,0.06213371213467823,0.18563725814122084,0.7202214201287075,0.062136004898406205,0.06714179632142327,0.7199441627576523,0.18583367556118457,0.1855761883300323,0.7199369128669245,0.06759208537766737,0.062034526243178505,0.7202183376463873,0.18578155892886036,0.06203531289296051,0.06774160146662488
1.2442597402597402,139.83946577307165,140.07322976728597,118.7537298480576,116.30254306215559,140.0732759657131,139.8409887471813,116.30260652320734,118.7540733228356,118.75346926185136,116.30256751880393,139.87921054118138,140.11548515913216,116.3025058461927,118.75381276919116,140.1155162121413,139.8745645907011,0.06704048616696044,0.06176680345487147,0.1864341371091335,0.7206472140092304,0.06176889010674855,0.06694371162702055,0.7203747140693545,0.18662862598180496,0.1863711039467465,0.7203713611774921,0.06735144598969145,0.06166687178582999,0.7206480644831762,0.18657386668698211,0.061667628725526794,0.06745573931768828
1.2436137071651088,140.16981891696312,140.4009484781312,119.02335046151818,116.5794328765723,140.4010096272071,140.17110788089036,116.57949518300349,119.02370694257257,119.02309809531589,116.57945718632241,140.20829788451334,140.44328452067853,116.57939747169375,119.02345464450593,140.44331611343162,140.2041292892975,0.0668691772848967,0.061432206012359325,0.18732342607722968,0.720883212860431,0.061434141882874105,0.06676320957803311,0.7206151517765572,0.18751632915911193,0.18725750742166775,0.7206152107714113,0.06710737489915987,0.06132928050547378,0.7208873213739487,0.18745800098157064,0.061329954437696635,0.06716529759675506
1.242968344577063,140.5005001672431,140.72841027894097,119.29366219893788,116.85628299770656,140.72848351920126,140.50156430923565,116.85634510318125,119.29403032086152,119.29341423576915,116.85630812368942,140.53816971300805,140.77087580958664,116.85624931833989,119.29378162649348,140.77090687747065,140.5346999245672,0.0667201037384093,0.06113240225007111,0.18829602494388922,0.7209348891867291,0.06113421923752353,0.06660758892320671,0.7206708195172439,0.18848770768540113,0.18822662287840905,0.7206740740900458,0.06687654523859882,0.06102502493604755,0.7209418545393256,0.18842524067142305,0.06102556148153419,0.06689053604780647
1.242323651452282,140.83154117105383,141.05568337563977,119.56469807508783,117.1330632006139,141.05576514097126,140.83239509873118,117.13312588388992,119.5650769400873,119.56445030556411,117.13309005802519,140.86887540935302,141.09831971143277,117.13303119889765,119.56482690002039,141.09834928829196,140.86630145899167,0.06660004574148749,0.060869333763495355,0.18933603285815445,0.7208084609926292,0.060871036517452404,0.06648369649813783,0.7205478382123449,0.18952686387292456,0.18926278898203314,0.720554351303221,0.06667561053813566,0.06075679569273339,0.7208182042681741,0.1894599578033277,0.06075714245192096,0.06665160137167143
1.241679626749611,141.16293099236728,141.38283934984537,119.83647924127395,117.40974493091092,141.3829256406345,141.1635938659944,117.40980879072217,119.83686838928962,119.83622751991716,117.4097746158347,141.20037212626502,141.42567622379943,117.40971486482393,119.83661224817496,141.42570351317417,141.19885158792434,0.06651452969523954,0.06064414737278189,0.1904270783434872,0.7205126161584923,0.06064571164974444,0.06639705107609517,0.7202548239405563,0.19061741127112772,0.1903498664093835,0.7202648155233197,0.06651932659638445,0.06052638504257623,0.7205252812480817,0.19054602143868754,0.06052649491661297,0.06646638569723964
1.2410362694300519,141.49462061610862,141.7099517557153,120.109015449978,117.68630152084206,141.71003844487592,141.49511515642993,117.68636697530692,120.10941481074848,120.10875604910055,117.68633542209419,141.5325342854186,141.75300435130654,117.68627411084265,120.10914837845988,141.7530287840503,141.53217172631693,0.0664669802972612,0.06045713247043101,0.19155254313183204,0.7200582768313377,0.06045850702812779,0.06635099578510047,0.7198026478403335,0.1917427018818433,0.19147143181125673,0.719816300036505,0.06641875326339111,0.060334573557329935,0.7200740445597467,0.1916669934985859,0.060334407796451994,0.06634846491003092
