wavelength_nm,S11a,S12a,S13a,S14a,S21a,S22a,S23a,S24a,S31a,S32a,S33a,S34a,S41a,S42a,S43a,S44a,S11m,S12m,S13m,S14m,S21m,S22m,S23m,S24m,S31m,S32m,S33m,S34m,S41m,S42m,S43m,S44m
2000.0,-3.0749016338848305,1.1410095317179239,-1.88334567775532,1.2064189612675598,1.2881466335795655,3.025799519353137,-1.9368604471682702,-1.986340609822199,-1.8870839544591116,-1.9358369343769308,3.1257538175033726,-2.0367889309208196,1.2013878309772543,-1.986644742398028,-1.8618920508706278,3.0112645027176352,0.03495833340452306,0.00768562865707461,0.6561659656499553,0.5631719388980294,0.0070120727492473,0.050651991222858114,0.563140692917231,0.6375543617357092,0.6507298802245208,0.5630364949551306,0.044425330504807806,0.007976661474140553,0.5583492916971249,0.637280143761074,0.007194799618775313,0.05131044226708025
1996.0,-3.0591676933013456,1.3546552322952459,-1.560742954139868,1.602655034544173,1.3930094794765617,3.078305521200538,-1.5405319725373532,-1.5145626787471964,-1.564436505092456,-1.539593296027084,3.137340286546187,-1.8209263352318943,1.597758455466527,-1.5148631515428403,-1.756302807319602,3.064882034492642,0.03424714515556391,0.008631174506538686,0.6633150385062797,0.5582479297750501,0.006751473959314659,0.04956445729271636,0.5582609525570594,0.6453438558617519,0.6578549070137412,0.558114817301214,0.04354654285114281,0.00886973318610748,0.5535494319262846,0.6450698901096136,0.006921154406813724,0.05019438696176497
1992.015968063872,-3.048217005810781,1.6111620666701099,-1.2375244180771547,1.9995874261866835,1.493622820755058,3.1040086884924754,-1.1435333333297297,-1.0423342676801965,-1.2411739632354837,-1.1426538545055127,3.1446913218100288,-1.565449122939303,1.9947950027544015,-1.0426310443801996,-1.6555468566948701,3.091569677156115,0.0334016128631036,0.008853166130705789,0.6703697483452564,0.5531861824812824,0.006386326897537886,0.04717168054782289,0.5532353465557247,0.6531346265205725,0.6648874570455316,0.5530549102738443,0.04255334386733384,0.009020495941419373,0.5486048985205396,0.6528606410523433,0.0065392006262497485,0.04778320839831788
1988.0478087649403,-3.0440388698067227,1.879506594986401,-0.9137107627788262,2.397251133415906,1.582611613575238,3.088005646489862,-0.7458330132675638,-0.569696157995998,-0.9173170338165976,-0.7449835974471172,3.146496424979678,-1.3005529886346585,2.3925289211794465,-0.5699893173231676,-1.567143044607381,3.0770364231487637,0.032525287293940115,0.008279392119029868,0.6773237943329818,0.5479939515000855,0.005940855122223081,0.045016125778880756,0.5480796702969729,0.6608728718983993,0.6718213695374605,0.5478639143866225,0.04155766270304212,0.008367870106459055,0.5435309459731563,0.6605985328755454,0.0060753599179519955,0.04562376148972477
1984.0954274353878,-3.046937115409508,2.132371293434369,-0.5893214235561091,2.7956588936955837,1.651930556844172,3.047394063404647,-0.34740579012290596,-0.09667796046977424,-0.5928851272803,-0.34656985913810234,3.1428994830860546,-1.0545309722564808,2.790985630725211,-0.09696781672705237,-1.4992929158725543,3.038481090562231,0.03173970952296436,0.006995647043046232,0.6841704805433737,0.5426863552978726,0.00545695536777593,0.04466117291868122,0.5428153065902198,0.6685012383190327,0.6786500443957791,0.5425569327076307,0.04068227520756209,0.0070101854241381234,0.5383483348099329,0.668226239625268,0.005574431465104053,0.045266421207586095
1980.1587301587304,-3.0551150114157846,2.3249175735531318,-0.26437464606435956,3.1948067170306196,1.6941275516141499,3.025418166721417,0.05176446625110918,0.37670862972082286,-0.26789645582788724,0.052583390900359274,3.135681666537183,-0.8763041834857005,3.1901816971511883,0.37642159598014585,-1.459502189166817,3.01843973113595,0.031150049302497256,0.005227038826662688,0.6909033287338122,0.5372906552424807,0.004992589747599188,0.04634185064146188,0.5374683168013407,0.6759716329366922,0.6853670387737819,0.5371613279224507,0.04002511296272828,0.005190449916219283,0.5330824584496094,0.6756958118275496,0.005097926896805301,0.046931783593821524
1976.2376237623757,-3.064981147619185,2.3368448339900723,0.0611126792659185,3.59468443925504,1.7058941223997557,3.049468311509022,0.4516827703108718,0.8504779915520734,0.05763210278728157,0.4524662156247628,3.127855831853553,-0.8979368413365324,3.590122764853153,0.8501933297080697,-1.4507552731795725,3.0437449279523996,0.030811514132418057,0.0033863719578631655,0.6975166573511579,0.53184463085651,0.004615642834895755,0.04873359879492984,0.5320681535962396,0.683251630043693,0.6919666441196121,0.5317150181336903,0.03962799164269889,0.003362223792434169,0.5277621041286285,0.6829749901094835,0.0047173386873392625,0.04929486481391008
1972.3320158102767,-3.072292150193517,1.9068855484339806,0.38712533078665756,3.9952825951377284,1.6936757457033544,3.1132849514538696,0.8523418486340871,1.3246721355759534,0.38368529850669225,0.8530695135494191,3.1227049888683314,-1.3535171486200097,3.990802335383861,1.3243895647098094,-1.465658390642728,3.108259278988131,0.030710385234036675,0.0024012740419319715,0.7040060084247373,0.5263898472452767,0.004387832401148767,0.05015300153306921,0.5266460226205288,0.6903237567757922,0.6984443254149415,0.5262596479168932,0.039462593629690255,0.002533221870283828,0.5224178705480059,0.6900463671407516,0.004496456864129917,0.05067816428085967
1968.441814595661,-3.073643654459254,1.483138397623019,0.7136500728193295,4.396590918854877,1.6759543965087806,3.1936345431844937,1.2537218074067884,1.7993518851127688,0.7102498221397971,1.2543833188304025,3.1226847401083306,-1.7211847755232828,4.392201387542184,1.7990712475012647,-1.484564107988771,3.1891074461374433,0.030769384306151837,0.0031443920978796343,0.7103683485342004,0.5209638525640254,0.004338829602479528,0.04962292362969281,0.5212329816937797,0.697181414157566,0.7047969444740777,0.5208327638682663,0.03944043781514442,0.003399181461295116,0.5170803231022417,0.6969032718204123,0.004463596440213157,0.05010836026389167
1964.566929133858,-3.0675202648085746,1.4829050516194497,1.0406758212627083,4.7985906498656234,1.6752961657148933,3.265235933506841,1.6557905725700774,2.2745808495788724,1.0373144850209306,1.6563889508053158,3.128716092776906,-1.6996301463449683,4.794288775378949,2.274301921534482,-1.484543922421508,3.2613201354455796,0.030874658479027848,0.004451238158650522,0.7166020344266283,0.5155953651507935,0.004448061374670987,0.04716489708440591,0.5158579270913287,0.7038261612954151,0.7110227506451493,0.5154630728970927,0.03944205476298116,0.004724111120641006,0.5117780273629075,0.7035471421234346,0.004593635301515745,0.04760786752159778
